Name,Sail Number,Time,Wind Start,Wind Finish,Speed (kts)
Nigel Spriggs,118,15:26:39,0,18,21.51
Nigel Spriggs,118,15:06:44,16,16,0.19
Paul Simmons,131,15:37:32,8,16,23.75
Paul Simmons,131,15:21:52,12,18,22.91
Paul Simmons,131,15:32:45,14,18,22.86
Paul Simmons,131,15:27:39,15,15,22.83
Paul Simmons,131,15:01:19,0,18,22.51
Paul Simmons,131,15:06:35,10,14,21.78
Paul Simmons,131,15:11:37,8,17,21.6
Paul Simmons,131,15:16:40,12,13,21.24
Sean Carroll,171,14:52:21,0,17,21.13
Sean Carroll,171,14:43:06,16,20,20.82
Sean Carroll,171,14:32:55,13,17,20.14
Sean Carroll,171,14:23:38,10,18,19.94
Sean Carroll,171,13:37:04,5,17,19.92
Sean Carroll,171,15:27:28,0,16,19.57
Sean Carroll,171,13:16:14,0,16,18.91
Sean Carroll,171,13:26:43,12,15,18.85
Sean Carroll,171,15:07:08,11,16,18.66
Sean Carroll,171,13:07:01,0,17,18.18
John Sanderson,180,14:13:47,10,19,25.17
John Sanderson,180,14:35:22,9,18,24.58
John Sanderson,180,14:30:13,0,16,24.51
John Sanderson,180,14:19:22,12,20,24.29
John Sanderson,180,15:40:19,0,16,24.26
John Sanderson,180,14:41:39,12,20,24.23
John Sanderson,180,14:24:40,12,16,24.2
John Sanderson,180,14:47:09,14,17,23.89
John Sanderson,180,14:58:46,6,19,23.72
John Sanderson,180,14:52:53,9,17,23.51
John Sanderson,180,15:13:41,12,19,22.21
John Sanderson,180,15:04:20,0,19,22.21
Ian Grounds,276,14:44:28,14,19,20.27
Ian Grounds,276,15:26:31,14,18,19.97
Ian Grounds,276,12:38:21,10,18,18.63
Ian Grounds,276,15:00:46,11,19,18.27
Ian Grounds,276,14:32:14,10,18,17.89
Ian Grounds,276,13:21:29,14,18,17.7
Ian Grounds,276,15:15:51,8,17,17.44
Ian Grounds,276,12:48:31,0,17,16.71
Ian Grounds,276,13:32:35,0,19,16.55
Mike Coombes,332,14:34:06,12,19,21.17
Mike Coombes,332,12:21:32,10,13,20.59
Mike Coombes,332,12:17:22,12,15,18.98
Mike Coombes,332,12:26:12,14,15,18.95
Mike Coombes,332,12:34:07,12,16,18.43
Mike Coombes,332,12:00:39,10,14,6.18
Neil Hardwick,413,15:32:09,16,19,23.37
Neil Hardwick,413,14:57:16,13,21,23.28
Neil Hardwick,413,15:40:28,14,17,23.16
Neil Hardwick,413,14:39:04,13,19,23.11
Neil Hardwick,413,14:30:40,12,20,23.02
Neil Hardwick,413,14:49:02,6,20,22.5
Neil Hardwick,413,13:30:20,15,16,22.42
Neil Hardwick,413,13:03:36,0,18,21.88
Neil Hardwick,413,14:15:33,12,15,21.75
Neil Hardwick,413,14:22:11,0,18,21.58
Neil Hardwick,413,13:21:06,12,18,21.53
Neil Hardwick,413,15:13:41,11,17,21.38
Bob Date,458,12:43:22,12,16,13.03
Bob Date,458,12:49:23,14,17,12.87
Bob Date,458,12:37:39,13,13,12.15
Bob Date,458,12:31:35,7,17,11.66
Bob Date,458,12:18:30,0,14,10.54
Tony Ireland,480,13:17:48,9,17,21.53
Tony Ireland,480,12:54:52,0,14,20.87
Tony Ireland,480,13:22:02,0,15,20.82
Tony Ireland,480,13:00:37,13,16,20.61
Tony Ireland,480,12:49:50,0,16,20.48
Tony Ireland,480,13:12:43,13,17,18.81
Claude Van Martyn,555,14:49:42,12,18,22.19
Claude Van Martyn,555,14:30:21,14,14,22.16
Claude Van Martyn,555,14:37:55,0,18,21.43
Claude Van Martyn,555,14:18:13,6,16,20.91
Claude Van Martyn,555,15:16:51,13,15,18.46
Tony Morris,604,15:19:34,13,13,23.81
Tony Morris,604,14:53:42,11,17,22.83
Tony Morris,604,14:22:38,12,20,22.64
Tony Morris,604,14:44:31,10,18,22.42
Tony Morris,604,15:02:14,9,14,22.11
Tony Morris,604,15:11:58,15,17,22.03
Tony Morris,604,13:32:39,0,18,21.78
Tony Morris,604,13:24:24,0,18,21.56
Tony Morris,604,13:16:40,11,17,20.73
Tony Morris,604,14:37:47,9,18,19.57
Eddie Murrell,670,14:33:05,9,18,23.22
Eddie Murrell,670,15:30:52,13,20,21.8
Eddie Murrell,670,15:23:46,10,18,21.62
Eddie Murrell,670,14:43:51,12,18,21.36
Eddie Murrell,670,15:10:35,14,18,20.93
Eddie Murrell,670,15:16:01,14,16,20.75
Eddie Murrell,670,14:50:06,13,19,20.73
Eddie Murrell,670,14:39:21,12,17,20.55
Eddie Murrell,670,15:02:06,13,14,20.2
Zara Davis,731,15:37:37,10,17,24.32
Zara Davis,731,15:20:55,10,20,22.74
Zara Davis,731,15:12:50,12,16,22.16
Zara Davis,731,14:46:27,11,17,22.14
Zara Davis,731,14:56:29,0,19,22.13
Zara Davis,731,13:26:14,15,18,21.93
Zara Davis,731,14:40:31,0,18,21.88
Zara Davis,731,13:19:18,0,18,21.05
Zara Davis,731,13:13:04,8,19,20.89
Zara Davis,731,12:48:41,11,15,20.61
Zara Davis,731,15:04:32,16,17,20.48
Zara Davis,731,13:38:26,9,20,20.17
Zara Davis,731,12:38:57,0,18,19.59
Simon Moore,751,14:40:54,7,16,20.89
Simon Moore,751,15:11:52,10,19,20.2
Simon Moore,751,14:47:34,14,15,20.03
Simon Moore,751,13:29:22,0,17,19.12
David Tuttlebee,888,13:21:32,11,18,21.07
David Tuttlebee,888,14:54:25,0,18,19.78
David Tuttlebee,888,13:11:14,12,16,19.06
David Tuttlebee,888,15:30:09,14,17,18.35
David Tuttlebee,888,13:34:07,12,16,16.72
David Tuttlebee,888,12:33:28,12,16,16.5
David Tuttlebee,888,14:31:11,0,18,15.25
David Tuttlebee,888,15:20:09,12,18,1.56
