Date,Time,Sail Number,Speed (kts),Wind Speed,Gust Speed,Ratio
1998-10-05,12:08:48,47,16.982,14.00,0.00,1.213
1998-10-05,12:09:17,333,18.941,13.00,0.00,1.457
1998-10-05,12:10:48,905,21.087,13.00,0.00,1.622
1998-10-05,12:12:02,333,19.305,13.00,0.00,1.485
1998-10-05,12:13:15,1,9.663,10.00,0.00,0.966
1998-10-05,12:13:50,905,19.264,13.00,0.00,1.482
1998-10-05,12:14:03,33,13.109,15.00,0.00,0.874
1998-10-05,12:14:11,171,7.392,10.00,0.00,0.739
1998-10-05,12:14:38,9,19.409,12.00,0.00,1.617
1998-10-05,12:15:14,11,21.801,12.00,0.00,1.817
1998-10-05,12:15:55,47,26.427,18.00,0.00,1.468
1998-10-05,12:18:22,1,8.940,17.00,0.00,0.526
1998-10-05,12:18:30,47,9.233,7.00,0.00,1.319
1998-10-05,12:19:28,11,9.167,10.00,0.00,0.917
1998-10-05,12:20:29,9,18.363,16.00,0.00,1.148
1998-10-05,12:21:26,11,19.305,16.00,0.00,1.207
1998-10-05,12:22:17,47,8.699,15.00,0.00,0.580
1998-10-05,12:24:40,47,20.147,15.00,0.00,1.343
1998-10-05,12:25:21,905,19.020,11.00,0.00,1.729
1998-10-05,12:27:28,9,19.367,9.00,0.00,2.152
1998-10-05,12:28:05,905,17.996,11.00,0.00,1.636
1998-10-05,12:28:10,333,17.926,11.00,0.00,1.630
1998-10-05,12:29:48,47,22.120,17.00,0.00,1.301
1998-10-05,12:30:12,9,16.949,11.00,0.00,1.541
1998-10-05,12:30:33,18,7.508,13.00,0.00,0.578
1998-10-05,12:31:29,17,14.771,16.00,0.00,0.923
1998-10-05,12:31:54,9,23.289,12.00,0.00,1.941
1998-10-05,12:35:03,171,10.034,11.00,0.00,0.912
1998-10-05,12:36:08,18,9.531,14.00,0.00,0.681
1998-10-05,12:36:50,11,20.513,10.00,0.00,2.051
1998-10-05,12:37:16,9,22.147,16.00,0.00,1.384
1998-10-05,12:40:56,11,25.496,19.00,0.00,1.342
1998-10-05,12:42:06,18,5.458,10.00,0.00,0.546
1998-10-05,12:43:53,101,13.194,12.00,0.00,1.100
1998-10-05,12:46:40,11,26.010,20.00,0.00,1.301
1998-10-05,12:46:45,8,13.157,19.00,0.00,0.692
1998-10-05,12:48:16,101,17.207,14.00,0.00,1.229
1998-10-05,12:49:24,11,10.612,15.00,0.00,0.707
1998-10-05,12:51:59,101,14.102,12.00,0.00,1.175
1998-10-05,12:52:26,11,13.613,14.00,0.00,0.972
1998-10-05,12:53:19,1,13.552,11.00,0.00,1.232
1998-10-05,12:54:03,18,5.534,12.00,0.00,0.461
1998-10-05,12:55:18,11,12.614,9.00,0.00,1.402
1998-10-05,12:57:16,101,14.808,14.00,0.00,1.058
1998-10-05,12:58:28,47,20.259,12.00,0.00,1.688
1998-10-05,12:58:56,1,14.058,18.00,0.00,0.781
1998-10-05,12:59:17,18,13.675,17.00,0.00,0.804
1998-10-05,13:01:03,47,23.082,16.00,0.00,1.443
1998-10-05,13:02:00,101,6.345,10.00,0.00,0.634
1998-10-05,13:02:31,1,13.993,14.00,0.00,0.999
1998-10-05,13:02:37,11,24.966,18.00,0.00,1.387
1998-10-05,13:02:48,47,16.965,11.00,0.00,1.542
1998-10-05,13:04:55,171,16.886,12.00,0.00,1.407
1998-10-05,13:05:47,18,6.683,14.00,0.00,0.477
1998-10-05,13:06:42,47,14.314,12.00,0.00,1.193
1998-10-05,13:07:28,11,10.630,14.00,0.00,0.759
1998-10-05,13:07:50,99,4.837,12.00,0.00,0.403
1998-10-05,13:10:58,47,21.112,13.00,0.00,1.624
1998-10-05,13:12:55,101,15.821,14.00,0.00,1.130
1998-10-05,13:15:01,18,3.291,12.00,0.00,0.274
1998-10-05,13:15:50,11,16.439,13.00,0.00,1.265
1998-10-05,13:16:44,101,10.050,10.00,0.00,1.005
1998-10-05,13:16:49,10,7.948,12.00,0.00,0.662
1998-10-05,13:17:27,1,12.492,13.00,0.00,0.961
1998-10-05,13:18:29,99,6.486,12.00,0.00,0.540
1998-10-05,13:19:34,47,16.822,12.00,0.00,1.402
1998-10-05,13:20:23,10,8.503,16.00,0.00,0.531
1998-10-05,13:21:31,1,10.146,10.00,0.00,1.015
1998-10-05,13:21:36,101,16.761,13.00,0.00,1.289
1998-10-05,13:25:04,1,10.822,11.00,0.00,0.984
1998-10-05,13:25:39,101,8.135,11.00,0.00,0.740
1998-10-05,13:26:27,30,7.984,11.00,0.00,0.726
1998-10-05,13:26:47,10,6.175,12.00,0.00,0.515
1998-10-05,13:29:13,33,8.175,10.00,0.00,0.817
1998-10-05,13:29:56,1,11.821,11.00,0.00,1.075
1998-10-05,13:30:05,458,9.460,12.00,0.00,0.788
1998-10-05,13:31:36,584,10.268,10.00,0.00,1.027
1998-10-05,13:33:10,33,10.285,14.00,0.00,0.735
1998-10-05,13:33:45,101,17.224,15.00,0.00,1.148
1998-10-05,13:34:32,30,7.734,13.00,0.00,0.595
1998-10-05,13:35:22,1,12.711,12.00,0.00,1.059
1998-10-05,13:36:17,10,7.587,11.00,0.00,0.690
1998-10-05,13:36:33,30,11.353,13.00,0.00,0.873
1998-10-05,13:36:43,33,11.353,11.00,0.00,1.032
1998-10-05,13:37:00,18,3.599,11.00,0.00,0.327
1998-10-05,13:37:34,584,18.326,18.00,0.00,1.018
1998-10-05,13:38:25,101,12.188,12.00,0.00,1.016
1998-10-05,13:38:36,1,13.727,11.00,0.00,1.248
1998-10-05,13:39:01,458,11.883,12.00,0.00,0.990
1998-10-05,13:39:39,33,12.500,14.00,0.00,0.893
1998-10-05,13:40:52,584,11.034,12.00,0.00,0.920
1998-10-05,13:41:11,18,11.417,12.00,0.00,0.951
1998-10-05,13:42:20,1,14.993,14.00,0.00,1.071
1998-10-05,13:42:42,33,10.090,13.00,0.00,0.776
1998-10-05,13:44:23,101,15.547,15.00,0.00,1.036
1998-10-05,13:44:39,30,11.860,13.00,0.00,0.912
1998-10-05,13:44:54,33,13.371,12.00,0.00,1.114
1998-10-05,13:45:48,18,7.377,16.00,0.00,0.461
1998-10-05,13:46:54,584,21.336,14.00,0.00,1.524
1998-10-05,13:49:19,18,16.981,16.00,0.00,1.061
1998-10-05,13:49:27,16,13.166,15.00,0.00,0.878
1998-10-05,13:49:58,584,10.986,13.00,0.00,0.845
1998-10-05,13:50:01,101,11.836,13.00,0.00,0.910
1998-10-05,13:51:03,1,14.225,18.00,0.00,0.790
1998-10-05,13:52:04,458,9.089,14.00,0.00,0.649
1998-10-05,13:53:30,99,4.021,13.00,0.00,0.309
1998-10-05,13:54:06,18,6.535,18.00,0.00,0.363
1998-10-05,13:55:34,1,13.822,18.00,0.00,0.768
1998-10-05,13:55:52,584,22.591,16.00,0.00,1.412
1998-10-05,13:59:28,18,7.326,15.00,0.00,0.488
1998-10-05,13:59:33,1,14.931,15.00,0.00,0.995
1998-10-05,14:00:01,584,10.000,12.00,0.00,0.833
1998-10-05,14:01:49,101,16.500,14.00,0.00,1.179
1998-10-05,14:03:04,16,2.322,11.00,0.00,0.211
1998-10-05,14:03:06,1,10.192,10.00,0.00,1.019
1998-10-05,14:04:15,18,4.708,10.00,0.00,0.471
1998-10-05,14:04:33,584,16.698,13.00,0.00,1.284
1998-10-05,14:05:10,99,7.642,11.00,0.00,0.695
1998-10-05,14:06:19,1,12.658,13.00,0.00,0.974
1998-10-05,14:06:35,101,9.406,12.00,0.00,0.784
1998-10-05,14:07:04,584,9.126,12.00,0.00,0.761
1998-10-05,14:09:57,584,19.264,13.00,0.00,1.482
1998-10-05,14:10:58,99,4.530,14.00,0.00,0.324
1998-10-05,14:11:27,101,19.040,14.00,0.00,1.360
1998-10-05,14:12:00,47,6.405,11.00,0.00,0.582
1998-10-05,14:12:41,905,10.764,13.00,0.00,0.828
1998-10-05,14:13:15,16,7.035,14.00,0.00,0.502
1998-10-05,14:14:12,584,9.520,17.00,0.00,0.560
1998-10-05,14:14:49,458,2.090,16.00,0.00,0.131
1998-10-05,14:15:53,101,10.268,14.00,0.00,0.733
1998-10-05,14:15:57,905,17.732,13.00,0.00,1.364
1998-10-05,14:17:48,11,3.506,16.00,0.00,0.219
1998-10-05,14:18:33,18,5.597,13.00,0.00,0.431
1998-10-05,14:31:17,47,16.295,19.00,0.00,0.858
1998-10-05,14:31:45,10,9.049,17.00,0.00,0.532
1998-10-05,14:33:09,47,22.647,15.00,0.00,1.510
1998-10-05,14:33:16,9,21.204,17.00,0.00,1.247
1998-10-05,14:34:46,905,17.714,16.00,0.00,1.107
1998-10-05,14:34:55,584,18.099,15.00,0.00,1.207
1998-10-05,14:36:19,16,18.615,13.00,0.00,1.432
1998-10-05,14:36:41,1,14.329,15.00,0.00,0.955
1998-10-05,14:37:02,9,18.692,13.00,0.00,1.438
1998-10-05,14:37:09,47,23.429,13.00,0.00,1.802
1998-10-05,14:38:18,10,10.651,13.00,0.00,0.819
1998-10-05,14:38:31,584,11.090,10.00,0.00,1.109
1998-10-05,14:39:08,9,21.402,13.00,0.00,1.646
1998-10-05,14:39:39,47,18.208,12.00,0.00,1.517
1998-10-05,14:39:46,905,9.723,13.00,0.00,0.748
1998-10-05,14:39:48,458,2.394,13.00,0.00,0.184
1998-10-05,14:40:25,1,13.515,11.00,0.00,1.229
1998-10-05,14:40:46,16,5.510,11.00,0.00,0.501
1998-10-05,14:42:13,11,20.537,12.00,0.00,1.711
1998-10-05,14:43:51,584,18.484,14.00,0.00,1.320
1998-10-05,14:44:29,905,12.987,12.00,0.00,1.082
1998-10-05,14:45:03,1,15.147,15.00,0.00,1.010
1998-10-05,14:45:53,11,23.461,16.00,0.00,1.466
1998-10-05,14:46:28,905,20.020,14.00,0.00,1.430
1998-10-05,14:46:41,584,12.602,10.00,0.00,1.260
1998-10-05,14:46:43,10,8.956,13.00,0.00,0.689
1998-10-05,14:46:51,99,4.444,11.00,0.00,0.404
1998-10-05,14:47:23,101,16.590,13.00,0.00,1.276
1998-10-05,14:48:17,1,14.329,11.00,0.00,1.303
1998-10-05,14:50:06,10,8.693,13.00,0.00,0.669
1998-10-05,14:50:35,11,17.378,9.00,0.00,1.931
1998-10-05,14:51:12,101,16.486,15.00,0.00,1.099
1998-10-05,14:51:24,584,18.981,16.00,0.00,1.186
1998-10-05,14:52:01,11,25.594,16.00,0.00,1.600
1998-10-05,14:52:26,16,18.208,16.00,0.00,1.138
1998-10-05,14:53:39,1,15.494,20.00,0.00,0.775
1998-10-05,14:55:05,11,22.426,14.00,0.00,1.602
1998-10-05,14:55:29,458,11.436,19.00,0.00,0.602
1998-10-05,14:55:59,101,11.151,19.00,0.00,0.587
1998-10-05,14:56:56,11,21.402,20.00,0.00,1.070
1998-10-05,14:59:11,1,14.163,16.00,0.00,0.885
1998-10-05,15:00:27,11,21.836,14.00,0.00,1.560
1998-10-05,15:00:52,99,9.317,19.00,0.00,0.490
1998-10-05,15:02:26,11,23.950,18.00,0.00,1.331
1998-10-05,15:03:31,458,12.022,17.00,0.00,0.707
1998-10-05,15:04:13,9,18.944,15.00,0.00,1.263
1998-10-05,15:05:32,47,23.310,14.00,0.00,1.665
1998-10-05,15:06:18,101,17.765,18.00,0.00,0.987
1998-10-05,15:07:12,9,21.966,17.00,0.00,1.292
1998-10-05,15:07:43,458,10.713,13.00,0.00,0.824
1998-10-05,15:09:27,47,21.009,17.00,0.00,1.236
1998-10-05,15:10:07,333,18.190,17.00,0.00,1.070
1998-10-05,15:11:43,9,5.011,15.00,0.00,0.334
1998-10-05,15:13:48,1,16.665,13.00,0.00,1.282
1998-10-05,15:14:01,47,22.479,15.00,0.00,1.499
1998-10-05,15:15:32,101,12.448,13.00,0.00,0.958
1998-10-05,15:16:11,9,22.152,12.00,0.00,1.846
1998-10-05,15:17:31,333,17.528,19.00,0.00,0.923
1998-10-05,15:18:11,9,17.247,15.00,0.00,1.150
1998-10-05,15:18:25,171,16.756,14.00,0.00,1.197
1998-10-05,15:19:11,333,18.063,13.00,0.00,1.389
1998-10-05,15:20:19,9,22.536,14.00,0.00,1.610
1998-10-05,15:22:33,99,3.613,16.00,0.00,0.226
1998-10-05,15:22:53,171,20.242,18.00,0.00,1.125
1998-10-05,15:23:13,9,18.484,16.00,0.00,1.155
1998-10-05,15:23:31,458,12.760,15.00,0.00,0.851
1998-10-05,15:24:59,9,21.733,16.00,0.00,1.358
1998-10-05,15:27:20,458,10.414,16.00,0.00,0.651
1998-10-05,15:30:02,99,4.683,17.00,0.00,0.275
1998-10-05,15:33:43,47,21.155,13.00,0.00,1.627
1998-10-05,15:35:42,47,24.333,27.00,0.00,0.901
1998-10-05,15:39:07,99,8.291,20.00,0.00,0.415
1998-10-05,15:43:40,9,17.230,14.00,0.00,1.231
1998-10-05,15:45:46,9,25.067,17.00,0.00,1.475
1998-10-05,15:50:02,9,24.695,16.00,0.00,1.543
1998-10-05,15:51:22,10,1.816,17.00,0.00,0.107
1998-10-05,15:52:32,9,16.499,14.00,0.00,1.179
1998-10-05,15:54:03,10,8.563,16.00,0.00,0.535
1998-10-05,15:54:36,98,4.436,14.00,0.00,0.317
1998-10-05,15:55:03,11,19.081,15.00,0.00,1.272
1998-10-05,15:55:35,9,23.461,16.00,0.00,1.466
1998-10-05,15:57:54,9,16.756,14.00,0.00,1.197
1998-10-05,15:59:37,11,6.432,11.00,0.00,0.585
1998-10-05,16:00:31,9,22.759,14.00,0.00,1.626
1998-10-05,16:03:03,11,9.733,11.00,0.00,0.885
1998-10-05,16:06:32,11,21.427,13.00,0.00,1.648
1998-10-05,16:09:53,99,6.601,12.00,0.00,0.550
1998-10-05,16:12:40,11,21.733,13.00,0.00,1.672
1998-10-05,16:13:18,10,8.672,15.00,0.00,0.578
1998-10-05,16:16:07,11,19.654,11.00,0.00,1.787
1998-10-05,16:18:34,11,25.170,15.00,0.00,1.678
1998-10-05,16:28:33,11,21.733,15.00,0.00,1.449
1998-10-05,16:31:00,11,16.896,14.00,0.00,1.207
1998-10-05,16:31:56,17,14.962,14.00,0.00,1.069
1998-10-05,16:33:10,11,19.405,18.00,0.00,1.078
1998-10-05,16:38:22,17,9.365,18.00,0.00,0.520
1998-10-05,16:39:13,11,11.867,18.00,0.00,0.659
1998-10-05,16:39:59,17,15.454,15.00,0.00,1.030
1998-10-05,16:41:14,11,23.921,18.00,0.00,1.329
1998-10-05,16:42:16,99,5.582,21.00,0.00,0.266
1998-10-05,16:44:14,17,23.611,22.00,0.00,1.073
1998-10-05,16:47:39,47,16.236,16.00,0.00,1.015
1998-10-05,16:49:22,47,27.230,17.00,0.00,1.602
1998-10-05,16:51:02,47,18.136,16.00,0.00,1.133
1998-10-05,16:52:52,47,26.065,15.00,0.00,1.738
1998-10-05,16:55:52,47,10.608,11.00,0.00,0.964
