Date,Time,Sail Number,Speed (kts),Wind Speed,Seconds,Ratio
1999-10-07,12:50:05,2,20.553,15.00,45.59,1.370
1999-10-07,12:51:55,47,23.859,16.00,39.27,1.491
1999-10-07,12:52:21,46,19.104,18.00,49.05,1.061
1999-10-07,12:53:24,11,16.078,16.00,58.28,1.005
1999-10-07,12:53:40,6,21.872,13.00,42.84,1.682
1999-10-07,12:54:26,171,21.568,14.00,43.45,1.541
1999-10-07,12:55:41,2,16.388,15.00,57.18,1.093
1999-10-07,12:56:17,47,19.722,16.00,47.51,1.233
1999-10-07,12:56:26,31,27.783,16.00,33.73,1.736
1999-10-07,12:56:42,5,10.811,15.00,86.67,0.721
1999-10-07,12:58:09,46,18.934,16.00,49.49,1.183
1999-10-07,12:59:13,101,23.023,19.00,40.70,1.212
1999-10-07,12:59:57,197,22.778,13.00,41.14,1.752
1999-10-07,13:00:08,31,26.085,11.00,35.92,2.371
1999-10-07,13:00:31,17,1.985,13.00,472.14,0.153
1999-10-07,13:01:28,6,21.540,15.00,43.50,1.436
1999-10-07,13:03:07,13,11.201,15.00,83.65,0.747
1999-10-07,13:04:31,31,26.288,16.00,35.64,1.643
1999-10-07,13:07:19,111,21.351,17.00,43.89,1.256
1999-10-07,13:07:40,101,23.241,17.00,40.32,1.367
1999-10-07,13:08:03,6,22.625,15.00,41.41,1.508
1999-10-07,13:08:13,5,10.498,19.00,89.25,0.553
1999-10-07,13:08:25,197,23.147,15.00,40.48,1.543
1999-10-07,13:09:24,31,27.603,15.00,33.95,1.840
1999-10-07,13:10:10,17,23.563,16.00,39.77,1.473
1999-10-07,13:10:35,68,22.155,14.00,42.29,1.583
1999-10-07,13:12:04,13,11.830,16.00,79.20,0.739
1999-10-07,13:12:35,46,12.099,17.00,77.45,0.712
1999-10-07,13:14:57,31,27.427,16.00,34.16,1.714
1999-10-07,13:18:25,2,22.655,24.00,41.36,0.944
1999-10-07,13:18:32,101,26.447,18.00,35.43,1.469
1999-10-07,13:18:46,31,29.062,20.00,32.24,1.453
1999-10-07,13:19:26,13,14.017,22.00,66.85,0.637
1999-10-07,13:21:45,17,25.966,22.00,36.09,1.180
1999-10-07,13:22:15,31,27.603,23.00,33.95,1.200
1999-10-07,13:23:36,47,26.656,20.00,35.15,1.333
1999-10-07,13:24:34,2,20.284,19.00,46.20,1.068
1999-10-07,13:25:14,27,0.578,21.00,%1620.6,0.028
1999-10-07,13:25:42,31,25.810,17.00,36.30,1.518
1999-10-07,13:27:02,17,24.373,18.00,38.45,1.354
1999-10-07,13:28:13,47,28.244,19.00,33.18,1.487
1999-10-07,13:29:49,101,16.774,22.00,55.86,0.762
1999-10-07,13:30:35,31,28.914,19.00,32.41,1.522
1999-10-07,13:31:50,17,27.080,21.00,34.60,1.290
1999-10-07,13:33:34,13,13.858,16.00,67.61,0.866
1999-10-07,13:33:57,46,11.092,19.00,84.48,0.584
1999-10-07,13:34:40,31,28.478,18.00,32.90,1.582
1999-10-07,13:37:33,458,15.609,23.00,60.03,0.679
1999-10-07,13:38:01,31,27.123,17.00,34.55,1.595
1999-10-07,13:38:19,6,24.834,21.00,37.73,1.183
1999-10-07,13:38:37,2,21.062,24.00,44.49,0.878
1999-10-07,13:39:24,9,24.130,21.00,38.83,1.149
1999-10-07,13:40:07,27,26.995,20.00,34.71,1.350
1999-10-07,13:40:12,13,14.323,21.00,65.42,0.682
1999-10-07,13:41:07,197,24.976,17.00,37.52,1.469
1999-10-07,13:42:31,17,26.366,20.00,35.54,1.318
1999-10-07,13:43:47,111,0.914,21.00,%1025.1,0.044
1999-10-07,13:43:59,2,22.186,20.00,42.23,1.109
1999-10-07,13:44:11,31,27.922,24.00,33.56,1.163
1999-10-07,13:45:26,197,24.976,19.00,37.52,1.315
1999-10-07,13:45:34,444,8.362,21.00,112.05,0.398
1999-10-07,13:46:55,27,26.204,18.00,35.76,1.456
1999-10-07,13:48:06,9,25.349,24.00,36.96,1.056
1999-10-07,13:48:34,13,13.359,24.00,70.14,0.557
1999-10-07,13:50:23,197,25.424,22.00,36.86,1.156
1999-10-07,13:50:45,47,31.132,17.00,30.10,1.831
1999-10-07,13:51:09,6,27.471,21.00,34.11,1.308
1999-10-07,13:53:23,27,26.488,20.00,35.38,1.324
1999-10-07,13:53:48,458,14.288,21.00,65.58,0.680
1999-10-07,13:54:37,197,24.868,23.00,37.68,1.081
1999-10-07,13:56:21,2,21.298,21.00,44.00,1.014
1999-10-07,13:57:01,13,13.297,19.00,70.47,0.700
1999-10-07,13:57:27,458,10.729,16.00,87.33,0.671
1999-10-07,13:59:30,30,10.428,17.00,89.86,0.613
1999-10-07,14:00:56,197,22.507,16.00,41.63,1.407
1999-10-07,14:01:39,47,27.296,18.00,34.33,1.516
1999-10-07,14:04:11,13,12.300,15.00,76.18,0.820
1999-10-07,14:04:17,2,20.804,14.00,45.04,1.486
1999-10-07,14:04:57,17,1.229,19.00,762.15,0.065
1999-10-07,14:06:52,458,13.713,15.00,68.33,0.914
1999-10-07,14:06:56,9,26.532,18.00,35.32,1.474
1999-10-07,14:07:38,30,12.030,19.00,77.89,0.633
1999-10-07,14:07:49,6,25.652,21.00,36.53,1.222
1999-10-07,14:08:37,171,24.440,18.00,38.34,1.358
1999-10-07,14:09:28,220,26.127,19.00,35.86,1.375
1999-10-07,14:10:39,17,29.567,25.00,31.69,1.183
1999-10-07,14:10:55,197,25.311,22.00,37.02,1.151
1999-10-07,14:11:34,5,19.883,19.00,47.13,1.046
1999-10-07,14:11:49,2,21.622,19.00,43.34,1.138
1999-10-07,14:12:03,9,17.407,17.00,53.83,1.024
1999-10-07,14:13:49,220,27.515,15.00,34.05,1.834
1999-10-07,14:14:16,6,26.450,13.00,35.43,2.035
1999-10-07,14:14:22,171,25.234,15.00,37.13,1.682
1999-10-07,14:14:33,47,30.682,18.00,30.54,1.705
1999-10-07,14:15:44,181,26.868,20.00,34.88,1.343
1999-10-07,14:16:52,197,26.369,17.00,35.54,1.551
1999-10-07,14:16:55,17,26.085,22.00,35.92,1.186
1999-10-07,14:18:03,2,22.992,21.00,40.75,1.095
1999-10-07,14:18:43,47,28.341,21.00,33.06,1.350
1999-10-07,14:19:20,10,11.693,19.00,80.14,0.615
1999-10-07,14:19:36,458,12.836,19.00,73.00,0.676
1999-10-07,14:20:22,181,26.952,23.00,34.77,1.172
1999-10-07,14:20:29,13,14.782,20.00,63.39,0.739
1999-10-07,14:20:46,9,26.614,18.00,35.21,1.479
1999-10-07,14:20:54,17,27.696,22.00,33.83,1.259
1999-10-07,14:22:15,220,26.742,19.00,35.04,1.407
1999-10-07,14:23:43,47,28.482,20.00,32.90,1.424
1999-10-07,14:24:43,181,27.738,21.00,33.78,1.321
1999-10-07,14:25:24,2,24.547,19.00,38.17,1.292
1999-10-07,14:25:43,9,23.212,20.00,40.37,1.161
1999-10-07,14:26:42,6,27.166,19.00,34.49,1.430
1999-10-07,14:27:17,13,15.825,25.00,59.21,0.633
1999-10-07,14:27:29,197,26.992,19.00,34.71,1.421
1999-10-07,14:27:32,10,13.072,23.00,71.68,0.568
1999-10-07,14:27:43,47,30.033,25.00,31.20,1.201
1999-10-07,14:30:18,46,20.382,23.00,45.97,0.886
1999-10-07,14:30:56,181,28.105,21.00,33.34,1.338
1999-10-07,14:31:49,9,25.578,22.00,36.63,1.163
1999-10-07,14:32:09,458,13.637,27.00,68.71,0.505
1999-10-07,14:32:59,171,2.046,23.00,457.86,0.089
1999-10-07,14:34:39,13,13.486,22.00,69.48,0.613
1999-10-07,14:34:48,31,24.269,21.00,38.61,1.156
1999-10-07,14:36:32,10,12.846,25.00,72.94,0.514
1999-10-07,14:36:49,47,30.518,21.00,30.70,1.453
1999-10-07,14:37:55,181,28.918,18.00,32.40,1.607
1999-10-07,14:38:46,46,20.830,21.00,44.98,0.992
1999-10-07,14:39:15,2,22.869,20.00,40.97,1.143
1999-10-07,14:39:27,31,29.669,23.00,31.58,1.290
1999-10-07,14:39:56,171,25.237,21.00,37.13,1.202
1999-10-07,14:40:19,197,26.573,20.00,35.26,1.329
1999-10-07,14:41:38,13,14.052,19.00,66.68,0.740
1999-10-07,14:44:00,181,28.384,24.00,33.01,1.183
1999-10-07,14:45:01,31,28.621,17.00,32.74,1.684
1999-10-07,14:45:45,5,16.247,19.00,57.67,0.855
1999-10-07,14:46:10,9,2.001,21.00,468.18,0.095
1999-10-07,14:46:22,47,28.577,22.00,32.79,1.299
1999-10-07,14:46:38,2,22.070,19.00,42.46,1.162
1999-10-07,14:47:10,27,25.311,23.00,37.02,1.100
1999-10-07,14:49:01,13,14.457,20.00,64.81,0.723
1999-10-07,14:49:05,171,24.405,20.00,38.39,1.220
1999-10-07,14:50:25,181,28.290,20.00,33.12,1.414
1999-10-07,14:50:49,31,28.482,20.00,32.90,1.424
1999-10-07,14:52:09,30,12.779,15.00,73.32,0.852
1999-10-07,14:52:25,197,24.618,14.00,38.06,1.758
1999-10-07,14:53:56,10,11.172,19.00,83.87,0.588
1999-10-07,14:55:30,31,23.531,20.00,39.82,1.177
1999-10-07,14:55:40,13,15.137,22.00,61.90,0.688
1999-10-07,14:56:36,197,24.796,20.00,37.79,1.240
1999-10-07,14:57:06,171,24.301,18.00,38.56,1.350
1999-10-07,14:58:06,181,27.166,22.00,34.49,1.235
1999-10-07,14:58:39,9,25.163,18.00,37.24,1.398
1999-10-07,14:59:09,47,28.197,23.00,33.23,1.226
1999-10-07,14:59:30,5,19.609,20.00,47.79,0.980
1999-10-07,14:59:51,31,28.573,20.00,32.79,1.429
1999-10-07,15:00:47,2,21.789,22.00,43.00,0.990
1999-10-07,15:00:56,27,22.155,21.00,42.29,1.055
1999-10-07,15:02:09,181,26.450,18.00,35.43,1.469
1999-10-07,15:03:47,9,24.653,21.00,38.01,1.174
1999-10-07,15:05:12,10,11.566,18.00,81.02,0.643
1999-10-07,15:06:30,171,24.979,18.00,37.51,1.388
1999-10-07,15:07:53,27,24.943,18.00,37.57,1.386
1999-10-07,15:09:00,30,10.383,16.00,90.24,0.649
1999-10-07,15:09:19,1,11.774,16.00,79.59,0.736
1999-10-07,15:12:27,181,29.264,17.00,32.02,1.721
1999-10-07,15:13:22,9,24.580,18.00,38.12,1.366
1999-10-07,15:13:35,47,27.831,17.00,33.67,1.637
1999-10-07,15:13:43,5,18.442,24.00,50.81,0.768
1999-10-07,15:14:27,171,24.834,18.00,37.73,1.380
1999-10-07,15:15:26,27,24.509,17.00,38.23,1.442
1999-10-07,15:16:21,10,11.165,16.00,83.93,0.698
1999-10-07,15:16:33,30,11.313,14.00,82.83,0.808
1999-10-07,15:18:05,9,24.407,22.00,38.39,1.109
1999-10-07,15:18:11,3,0.104,24.00,%8997.8,0.004
1999-10-07,15:18:13,2,15.944,22.00,58.77,0.725
1999-10-07,15:18:56,31,27.163,20.00,34.50,1.358
1999-10-07,15:19:58,5,17.461,19.00,53.66,0.919
1999-10-07,15:20:12,47,20.455,16.00,45.81,1.278
1999-10-07,15:21:28,27,25.311,18.00,37.02,1.406
1999-10-07,15:21:32,13,14.029,19.00,66.79,0.738
1999-10-07,15:22:38,1,15.974,18.00,58.66,0.887
1999-10-07,15:23:09,171,24.266,18.00,38.61,1.348
1999-10-07,15:23:25,2,20.880,17.00,44.88,1.228
1999-10-07,15:25:28,30,12.993,18.00,72.12,0.722
1999-10-07,15:25:56,31,28.059,22.00,33.39,1.275
1999-10-07,15:26:12,5,17.532,21.00,53.45,0.835
1999-10-07,15:26:40,10,5.037,17.00,186.04,0.296
1999-10-07,15:27:46,197,23.925,15.00,39.16,1.595
1999-10-07,15:29:07,2,16.578,15.00,56.52,1.105
1999-10-07,15:29:28,27,22.746,16.00,41.20,1.422
1999-10-07,15:30:43,13,14.581,17.00,64.26,0.858
1999-10-07,15:30:58,171,21.954,18.00,42.68,1.220
1999-10-07,15:31:30,9,23.961,19.00,39.11,1.261
1999-10-07,15:31:47,181,26.614,18.00,35.21,1.479
1999-10-07,15:32:48,5,16.140,19.00,58.05,0.849
1999-10-07,15:33:01,1,14.606,18.00,64.15,0.811
1999-10-07,15:36:55,9,21.900,17.00,42.79,1.288
1999-10-07,15:39:48,13,13.615,18.00,68.82,0.756
1999-10-07,15:40:26,1,14.912,19.00,62.84,0.785
1999-10-07,15:43:32,171,16.693,14.00,56.13,1.192
1999-10-07,15:44:45,9,22.070,17.00,42.46,1.298
1999-10-07,15:45:08,5,7.360,16.00,127.32,0.460
1999-10-07,15:45:35,181,23.661,14.00,39.60,1.690
1999-10-07,15:46:24,47,15.314,12.00,61.19,1.276
1999-10-07,15:47:02,197,8.735,16.00,107.27,0.546
1999-10-07,15:48:14,111,19.564,15.00,47.89,1.304
1999-10-07,15:48:57,13,13.814,20.00,67.83,0.691
1999-10-07,15:49:26,1,14.134,18.00,66.30,0.785
1999-10-07,15:50:47,181,23.726,17.00,39.49,1.396
1999-10-07,15:56:26,9,11.930,14.00,78.54,0.852
1999-10-07,15:59:04,13,13.163,15.00,71.18,0.878
1999-10-07,15:59:14,111,4.178,15.00,224.26,0.279
1999-10-07,15:59:26,31,5.424,16.00,172.74,0.339
1999-10-07,16:00:40,1,14.618,14.00,64.10,1.044
