Date,Time,Sail Number,Speed (kts),Start Wind Speed,Finish Wind Speed,Ratio
2000-10-03,16:18:28,1,11.94,22.00,21.00,0.56
2000-10-03,16:18:58,501,10.13,22.00,23.00,0.45
2000-10-03,16:20:44,124,22.19,20.00,24.00,1.01
2000-10-03,16:21:50,17,25.71,17.00,20.00,1.39
2000-10-03,16:21:58,11,27.14,18.00,15.00,1.65
2000-10-03,16:22:14,181,26.00,23.00,17.00,1.30
2000-10-03,16:22:26,88,19.81,23.00,21.00,0.90
2000-10-03,16:24:34,23,21.88,21.00,22.00,1.02
2000-10-03,16:25:23,124,21.76,16.00,24.00,1.09
2000-10-03,16:29:53,501,12.02,18.00,21.00,0.62
2000-10-03,16:30:10,23,21.70,18.00,22.00,1.08
2000-10-03,16:31:09,124,22.41,23.00,23.00,0.97
2000-10-03,16:32:26,181,29.05,20.00,17.00,1.57
2000-10-03,16:33:22,501,10.53,22.00,18.00,0.53
2000-10-03,16:33:34,1,12.82,19.00,20.00,0.66
2000-10-03,16:36:00,501,12.90,20.00,21.00,0.63
2000-10-03,16:36:19,1,12.45,18.00,23.00,0.61
2000-10-03,16:36:22,23,20.97,13.00,23.00,1.16
2000-10-03,16:36:44,124,22.71,22.00,17.00,1.16
2000-10-03,16:38:24,1,13.32,14.00,24.00,0.70
2000-10-03,16:38:41,501,11.50,16.00,21.00,0.62
2000-10-03,16:41:04,1,14.54,21.00,10.00,0.94
2000-10-03,16:41:11,124,23.53,22.00,23.00,1.05
2000-10-03,16:41:23,501,14.18,24.00,22.00,0.62
2000-10-03,16:42:47,1,13.81,22.00,21.00,0.64
2000-10-03,16:44:22,501,11.00,19.00,20.00,0.56
2000-10-03,16:44:35,1,15.48,22.00,22.00,0.70
2000-10-03,16:46:25,1,12.45,23.00,20.00,0.58
2000-10-03,16:46:43,124,22.56,24.00,10.00,1.33
2000-10-03,16:46:57,501,13.98,19.00,21.00,0.70
2000-10-03,16:48:07,1,15.74,22.00,21.00,0.73
2000-10-03,16:49:40,11,20.16,18.00,16.00,1.19
2000-10-03,16:49:52,1,12.16,23.00,22.00,0.54
2000-10-03,16:50:56,124,25.61,22.00,23.00,1.14
2000-10-03,16:51:16,501,9.60,21.00,12.00,0.58
2000-10-03,16:51:45,1,16.42,23.00,21.00,0.75
2000-10-03,16:54:14,17,27.81,23.00,17.00,1.39
2000-10-03,16:54:27,501,14.03,20.00,16.00,0.78
2000-10-03,16:55:36,1,14.75,23.00,24.00,0.63
2000-10-03,16:55:48,124,25.28,14.00,21.00,1.44
2000-10-03,16:57:32,501,7.97,20.00,21.00,0.39
2000-10-03,17:00:11,501,13.60,17.00,19.00,0.76
2000-10-03,17:00:22,1,15.16,18.00,19.00,0.82
2000-10-03,17:02:15,1,12.35,24.00,23.00,0.53
2000-10-03,17:02:17,11,2.17,24.00,23.00,0.09
2000-10-03,17:03:25,124,25.19,22.00,11.00,1.53
2000-10-03,17:03:42,501,9.84,21.00,24.00,0.44
2000-10-03,17:04:18,1,16.64,23.00,23.00,0.72
2000-10-03,17:06:22,1,10.17,21.00,13.00,0.60
2000-10-03,17:06:40,501,13.71,22.00,11.00,0.83
2000-10-03,17:08:05,1,14.57,3.00,23.00,1.12
