Date,Time,Sail Number,Speed (kts),Start Wind Speed,Finish Wind Speed,Ratio
2001-10-01,13:50:27,19,31.61,0.00,0.00,
2001-10-01,13:50:42,386,32.62,0.00,0.00,
2001-10-01,13:52:32,171,27.76,0.00,0.00,
2001-10-01,13:52:49,124,29.87,0.00,0.00,
2001-10-01,13:53:41,48,31.88,0.00,0.00,
2001-10-01,13:54:30,27,31.18,0.00,0.00,
2001-10-01,13:55:25,17,33.39,0.00,0.00,
2001-10-01,13:55:57,19,33.23,0.00,0.00,
2001-10-01,13:56:46,386,32.33,0.00,0.00,
2001-10-01,13:58:20,181,30.38,0.00,0.00,
2001-10-01,13:59:31,17,31.75,0.00,0.00,
2001-10-01,14:01:06,47,33.23,0.00,0.00,
2001-10-01,14:01:46,808,26.02,0.00,0.00,
2001-10-01,14:02:40,27,29.13,0.00,0.00,
2001-10-01,14:03:14,4,27.33,0.00,0.00,
2001-10-01,14:04:39,124,26.71,0.00,0.00,
2001-10-01,14:04:58,386,30.78,0.00,0.00,
2001-10-01,14:05:34,17,33.55,0.00,0.00,
2001-10-01,14:05:55,171,28.32,0.00,0.00,
2001-10-01,14:06:17,181,28.08,0.00,0.00,
2001-10-01,14:07:52,47,31.32,0.00,0.00,
2001-10-01,14:09:02,4,27.87,0.00,0.00,
2001-10-01,14:09:37,6,29.87,0.00,0.00,
2001-10-01,14:10:18,386,31.33,0.00,0.00,
2001-10-01,14:11:08,197,25.74,0.00,0.00,
2001-10-01,14:12:05,124,28.31,0.00,0.00,
2001-10-01,14:12:33,3,27.76,0.00,0.00,
2001-10-01,14:13:05,47,31.33,0.00,0.00,
2001-10-01,14:13:58,181,30.25,0.00,0.00,
2001-10-01,14:14:25,19,32.47,0.00,0.00,
2001-10-01,14:14:49,27,30.24,0.00,0.00,
2001-10-01,14:15:43,8,28.89,0.00,0.00,
2001-10-01,14:16:20,171,27.86,0.00,0.00,
2001-10-01,14:17:31,197,27.23,0.00,0.00,
2001-10-01,14:18:06,88,21.39,0.00,0.00,
2001-10-01,14:18:28,47,32.46,0.00,0.00,
2001-10-01,14:19:05,124,27.76,0.00,0.00,
2001-10-01,14:19:29,386,30.64,0.00,0.00,
2001-10-01,14:20:33,17,28.77,0.00,0.00,
2001-10-01,14:20:53,4,27.12,0.00,0.00,
2001-10-01,14:21:53,181,28.08,0.00,0.00,
2001-10-01,14:22:31,7,0.23,0.00,0.00,
2001-10-01,14:23:54,19,28.08,0.00,0.00,
2001-10-01,14:24:25,6,31.18,0.00,0.00,
2001-10-01,14:24:48,48,33.39,0.00,0.00,
2001-10-01,14:25:13,171,25.37,0.00,0.00,
2001-10-01,14:25:47,47,31.88,0.00,0.00,
2001-10-01,14:26:21,8,26.42,0.00,0.00,
2001-10-01,14:27:04,386,27.98,0.00,0.00,
2001-10-01,14:28:07,48,30.51,0.00,0.00,
2001-10-01,14:28:40,124,26.61,0.00,0.00,
2001-10-01,14:29:05,19,30.91,0.00,0.00,
2001-10-01,14:30:41,27,31.19,0.00,0.00,
2001-10-01,14:31:18,4,28.08,0.00,0.00,
2001-10-01,14:31:43,17,31.46,0.00,0.00,
2001-10-01,14:32:34,197,19.24,0.00,0.00,
2001-10-01,14:33:26,8,27.33,0.00,0.00,
2001-10-01,14:33:51,181,28.32,0.00,0.00,
2001-10-01,14:35:10,386,28.89,0.00,0.00,
2001-10-01,14:35:59,6,30.78,0.00,0.00,
2001-10-01,14:36:40,27,29.49,0.00,0.00,
2001-10-01,14:37:02,4,26.51,0.00,0.00,
2001-10-01,14:37:32,8,25.28,0.00,0.00,
2001-10-01,14:38:23,197,26.02,0.00,0.00,
2001-10-01,14:38:46,124,27.23,0.00,0.00,
2001-10-01,14:39:16,17,29.49,0.00,0.00,
2001-10-01,14:40:16,47,31.74,0.00,0.00,
2001-10-01,14:40:34,4,28.43,0.00,0.00,
2001-10-01,14:42:36,171,29.61,0.00,0.00,
2001-10-01,14:42:56,213,29.74,0.00,0.00,
2001-10-01,14:43:42,27,30.25,0.00,0.00,
2001-10-01,14:44:08,17,31.18,0.00,0.00,
2001-10-01,14:44:46,8,25.46,0.00,0.00,
2001-10-01,14:45:27,197,27.23,0.00,0.00,
2001-10-01,14:45:43,386,30.91,0.00,0.00,
2001-10-01,14:46:12,47,31.05,0.00,0.00,
2001-10-01,14:46:51,6,31.32,0.00,0.00,
2001-10-01,14:47:32,4,27.12,0.00,0.00,
2001-10-01,14:48:34,386,12.02,74.00,0.00,0.32
2001-10-01,14:49:15,17,31.18,0.00,0.00,
2001-10-01,14:49:56,171,29.37,0.00,0.00,
2001-10-01,14:50:17,9,27.12,0.00,0.00,
2001-10-01,14:50:57,197,26.42,0.00,0.00,
2001-10-01,14:51:19,47,30.38,0.00,0.00,
2001-10-01,14:51:45,4,27.87,0.00,0.00,
2001-10-01,14:52:04,386,30.51,0.00,0.00,
2001-10-01,14:53:12,27,29.02,0.00,0.00,
2001-10-01,14:53:41,9,26.61,0.00,0.00,
2001-10-01,14:54:05,17,30.12,0.00,0.00,
2001-10-01,14:54:45,68,29.74,0.00,0.00,
2001-10-01,14:55:25,8,26.03,0.00,0.00,
2001-10-01,14:56:29,7,29.99,0.00,0.00,
2001-10-01,14:57:05,6,24.16,0.00,0.00,
2001-10-01,14:57:33,47,30.78,0.00,0.00,
2001-10-01,14:58:01,19,29.13,0.00,0.00,
2001-10-01,14:58:38,4,30.51,0.00,0.00,
2001-10-01,14:59:26,9,27.86,0.00,0.00,
2001-10-01,14:59:55,197,27.98,0.00,0.00,
2001-10-01,15:01:07,27,29.13,0.00,0.00,
2001-10-01,15:02:17,17,28.54,0.00,0.00,
2001-10-01,15:02:44,68,30.64,0.00,0.00,
2001-10-01,15:04:30,4,26.42,0.00,0.00,
2001-10-01,15:05:02,7,30.38,0.00,0.00,
2001-10-01,15:05:33,3,32.46,0.00,0.00,
2001-10-01,15:05:59,9,28.54,0.00,0.00,
2001-10-01,15:06:27,12,28.09,0.00,0.00,
2001-10-01,15:07:27,386,33.71,0.00,0.00,
2001-10-01,15:07:48,6,32.92,0.00,0.00,
2001-10-01,15:08:25,197,26.51,0.00,0.00,
2001-10-01,15:09:29,4,28.20,0.00,0.00,
2001-10-01,15:09:50,3,27.33,0.00,0.00,
2001-10-01,15:10:12,47,31.32,0.00,0.00,
2001-10-01,15:10:51,8,27.33,0.00,0.00,
2001-10-01,15:11:27,9,27.33,0.00,0.00,
2001-10-01,15:12:17,386,30.12,0.00,0.00,
2001-10-01,15:13:51,68,29.49,0.00,0.00,
2001-10-01,15:14:09,4,27.55,0.00,0.00,
2001-10-01,15:14:27,7,30.25,0.00,0.00,
2001-10-01,15:15:26,181,29.25,0.00,0.00,
2001-10-01,15:17:12,3,31.46,0.00,0.00,
2001-10-01,15:17:39,124,28.20,0.00,0.00,
2001-10-01,15:18:53,9,27.76,0.00,0.00,
2001-10-01,15:19:08,27,31.46,0.00,0.00,
2001-10-01,15:19:39,8,24.83,0.00,0.00,
2001-10-01,15:20:37,4,28.20,0.00,0.00,
2001-10-01,15:21:05,12,29.14,0.00,0.00,
2001-10-01,15:21:24,47,31.47,0.00,0.00,
2001-10-01,15:21:46,386,31.18,0.00,0.00,
2001-10-01,15:22:01,6,32.03,0.00,0.00,
2001-10-01,15:22:54,3,30.00,0.00,0.00,
2001-10-01,15:23:40,11,27.12,0.00,0.00,
2001-10-01,15:25:29,9,28.89,0.00,0.00,
2001-10-01,15:26:06,27,30.12,0.00,0.00,
2001-10-01,15:26:43,7,31.32,0.00,0.00,
2001-10-01,15:27:27,171,29.49,0.00,0.00,
2001-10-01,15:28:12,197,26.81,0.00,0.00,
2001-10-01,15:28:53,8,28.20,0.00,0.00,
2001-10-01,15:29:13,6,29.87,0.00,0.00,
2001-10-01,15:29:42,47,29.87,0.00,0.00,
2001-10-01,15:30:05,11,27.65,0.00,0.00,
2001-10-01,15:30:57,3,29.99,0.00,0.00,
2001-10-01,15:31:37,68,28.20,0.00,0.00,
2001-10-01,15:32:07,9,29.25,0.00,0.00,
2001-10-01,15:32:33,27,28.65,0.00,0.00,
2001-10-01,15:33:22,7,30.91,0.00,0.00,
2001-10-01,15:33:57,171,29.99,0.00,0.00,
2001-10-01,15:34:51,3,27.33,0.00,0.00,
2001-10-01,15:36:10,47,30.51,0.00,0.00,
2001-10-01,15:36:30,11,29.13,0.00,0.00,
2001-10-01,15:37:15,9,27.33,0.00,0.00,
2001-10-01,15:37:31,386,29.75,0.00,0.00,
2001-10-01,15:38:25,27,30.25,0.00,0.00,
2001-10-01,15:39:08,7,30.78,0.00,0.00,
2001-10-01,15:39:43,171,28.77,0.00,0.00,
2001-10-01,15:40:04,3,29.26,0.00,0.00,
2001-10-01,15:40:32,124,28.43,0.00,0.00,
2001-10-01,15:41:29,88,24.41,0.00,0.00,
2001-10-01,15:42:35,11,28.77,0.00,0.00,
2001-10-01,15:43:10,9,29.01,0.00,0.00,
2001-10-01,15:43:54,197,27.02,0.00,0.00,
2001-10-01,15:45:15,386,31.60,0.00,0.00,
2001-10-01,15:45:38,19,28.09,0.00,0.00,
2001-10-01,15:46:02,4,26.81,0.00,0.00,
2001-10-01,15:47:03,27,29.87,0.00,0.00,
2001-10-01,15:47:40,3,27.43,0.00,0.00,
2001-10-01,15:48:47,171,28.09,0.00,0.00,
2001-10-01,15:49:59,88,25.75,0.00,0.00,
2001-10-01,15:50:38,9,27.86,0.00,0.00,
2001-10-01,15:51:06,11,32.03,0.00,0.00,
2001-10-01,15:52:27,197,26.02,0.00,0.00,
2001-10-01,15:52:42,386,30.38,0.00,0.00,
2001-10-01,15:53:44,27,29.13,0.00,0.00,
2001-10-01,15:54:04,3,30.50,0.00,0.00,
2001-10-01,15:55:07,19,26.81,0.00,0.00,
2001-10-01,15:55:40,11,28.43,0.00,0.00,
2001-10-01,15:56:24,88,26.21,0.00,0.00,
2001-10-01,15:56:57,9,28.54,0.00,0.00,
2001-10-01,15:57:33,4,26.61,0.00,0.00,
2001-10-01,15:58:26,47,30.91,0.00,0.00,
2001-10-01,15:58:45,386,30.00,0.00,0.00,
2001-10-01,15:59:16,124,27.66,0.00,0.00,
2001-10-01,15:59:48,197,26.22,0.00,0.00,
2001-10-01,16:00:28,27,30.37,0.00,0.00,
2001-10-01,16:00:57,3,31.60,0.00,0.00,
2001-10-01,16:01:21,11,29.87,0.00,0.00,
2001-10-01,16:02:08,181,31.61,0.00,0.00,
2001-10-01,16:02:52,9,28.54,0.00,0.00,
2001-10-01,16:03:09,4,27.65,0.00,0.00,
2001-10-01,16:04:03,386,29.37,0.00,0.00,
2001-10-01,16:05:18,47,30.64,0.00,0.00,
2001-10-01,16:05:52,124,23.92,0.00,0.00,
2001-10-01,16:06:57,3,30.78,0.00,0.00,
2001-10-01,16:07:24,17,30.91,0.00,0.00,
2001-10-01,16:09:19,3,28.77,0.00,0.00,
2001-10-01,16:09:41,9,27.12,0.00,0.00,
2001-10-01,16:10:22,197,27.86,0.00,0.00,
2001-10-01,16:10:46,27,29.61,0.00,0.00,
2001-10-01,16:11:35,47,30.51,0.00,0.00,
2001-10-01,16:11:57,386,28.54,0.00,0.00,
2001-10-01,16:12:27,181,30.13,0.00,0.00,
2001-10-01,16:13:10,88,25.46,0.00,0.00,
2001-10-01,16:16:49,3,30.91,0.00,0.00,
2001-10-01,16:17:13,17,27.86,0.00,0.00,
2001-10-01,16:17:42,9,26.51,0.00,0.00,
2001-10-01,16:18:18,124,27.44,0.00,0.00,
2001-10-01,16:18:55,7,28.20,0.00,0.00,
2001-10-01,16:19:35,181,28.89,0.00,0.00,
2001-10-01,16:19:57,17,28.77,0.00,0.00,
2001-10-01,16:20:16,197,27.76,0.00,0.00,
2001-10-01,16:20:58,27,29.01,0.00,0.00,
2001-10-01,16:21:48,9,27.87,0.00,0.00,
2001-10-01,16:22:43,3,29.87,0.00,0.00,
2001-10-01,16:23:02,124,26.71,0.00,0.00,
2001-10-01,16:23:27,17,29.25,0.00,0.00,
2001-10-01,16:24:39,7,29.13,0.00,0.00,
2001-10-01,16:25:19,197,26.41,0.00,0.00,
2001-10-01,16:25:50,11,29.38,0.00,0.00,
2001-10-01,16:26:27,12,26.61,0.00,0.00,
2001-10-01,16:27:40,9,27.43,0.00,0.00,
2001-10-01,16:28:01,3,30.00,0.00,0.00,
2001-10-01,16:28:35,27,29.99,0.00,0.00,
2001-10-01,16:29:11,17,31.88,0.00,0.00,
2001-10-01,16:30:00,6,29.75,0.00,0.00,
2001-10-01,16:31:25,9,26.12,0.00,0.00,
2001-10-01,16:32:12,17,29.25,0.00,0.00,
2001-10-01,16:34:06,11,30.64,0.00,0.00,
2001-10-01,16:37:01,124,27.12,0.00,0.00,
2001-10-01,16:37:25,17,27.43,0.00,0.00,
2001-10-01,16:54:02,48,0.35,0.00,0.00,
