Sail Number,Finish Time,Speed (kts),Course Length,First Name,Last Name,Craft
17,11:10:00,25.70,544,Paul,Morris,Sailboard
17,11:35:00,25.50,544,Paul,Morris,Sailboard
17,11:18:00,25.30,544,Paul,Morris,Sailboard
17,11:51:00,25.20,544,Paul,Morris,Sailboard
17,11:42:00,25.19,544,Paul,Morris,Sailboard
17,12:16:00,25.03,544,Paul,Morris,Sailboard
17,11:57:00,24.76,544,Paul,Morris,Sailboard
17,10:53:00,24.69,544,Paul,Morris,Sailboard
17,12:05:00,24.50,544,Paul,Morris,Sailboard
17,10:43:00,24.34,544,Paul,Morris,Sailboard
17,11:01:00,23.73,544,Paul,Morris,Sailboard
17,12:12:00,23.53,544,Paul,Morris,Sailboard
23,12:01:00,24.21,544,barry,mason,Sailboard
23,11:36:00,23.09,544,barry,mason,Sailboard
23,12:19:00,22.86,544,barry,mason,Sailboard
23,11:03:00,22.67,544,barry,mason,Sailboard
23,11:18:00,22.27,544,barry,mason,Sailboard
23,12:09:00,22.04,544,barry,mason,Sailboard
23,11:45:00,22.00,544,barry,mason,Sailboard
23,10:37:00,21.31,544,barry,mason,Sailboard
23,10:46:00,21.25,544,barry,mason,Sailboard
23,12:52:00,21.16,544,barry,mason,Sailboard
23,12:29:00,20.28,544,barry,mason,Sailboard
23,13:00:00,18.84,544,barry,mason,Sailboard
23,10:55:00,1.83,544,barry,mason,Sailboard
25,12:02:00,25.07,544,BARRY,PEARCE,Sailboard
25,11:45:00,23.73,544,BARRY,PEARCE,Sailboard
25,11:51:00,22.53,544,BARRY,PEARCE,Sailboard
25,12:08:00,21.89,544,BARRY,PEARCE,Sailboard
27,11:32:00,24.26,544,Trevor Lyn,Whatford,Sailboard
27,11:21:00,23.64,544,Trevor Lyn,Whatford,Sailboard
27,11:59:00,23.26,544,Trevor Lyn,Whatford,Sailboard
27,12:08:00,22.30,544,Trevor Lyn,Whatford,Sailboard
27,11:12:00,22.11,544,Trevor Lyn,Whatford,Sailboard
27,12:33:00,20.80,544,Trevor Lyn,Whatford,Sailboard
27,11:42:00,15.24,544,Trevor Lyn,Whatford,Sailboard
27,12:15:00,2.39,544,Trevor Lyn,Whatford,Sailboard
36,11:25:00,21.97,544,John,Bull,Sailboard
36,12:01:00,2.68,544,John,Bull,Sailboard
36,11:42:00,0.98,544,John,Bull,Sailboard
38,12:02:00,25.36,544,J. R.,Morris,Sailboard
38,11:08:00,24.54,544,J. R.,Morris,Sailboard
38,11:29:00,24.51,544,J. R.,Morris,Sailboard
38,10:41:00,24.30,544,J. R.,Morris,Sailboard
38,11:58:00,24.23,544,J. R.,Morris,Sailboard
38,11:43:00,24.20,544,J. R.,Morris,Sailboard
38,12:20:00,24.15,544,J. R.,Morris,Sailboard
38,11:19:00,24.06,544,J. R.,Morris,Sailboard
38,11:34:00,23.77,544,J. R.,Morris,Sailboard
38,12:52:00,23.68,544,J. R.,Morris,Sailboard
38,12:48:00,23.64,544,J. R.,Morris,Sailboard
38,12:15:00,23.49,544,J. R.,Morris,Sailboard
38,12:44:00,23.40,544,J. R.,Morris,Sailboard
38,12:06:00,23.26,544,J. R.,Morris,Sailboard
38,12:58:00,23.25,544,J. R.,Morris,Sailboard
38,12:37:00,23.16,544,J. R.,Morris,Sailboard
38,12:41:00,23.13,544,J. R.,Morris,Sailboard
38,10:46:00,22.31,544,J. R.,Morris,Sailboard
38,12:55:00,21.84,544,J. R.,Morris,Sailboard
38,12:09:00,4.08,544,J. R.,Morris,Sailboard
38,12:12:00,2.53,544,J. R.,Morris,Sailboard
44,12:02:00,25.97,544,Dave,Strudwick,Sailboard
44,10:56:00,25.16,544,Dave,Strudwick,Sailboard
44,12:20:00,25.00,544,Dave,Strudwick,Sailboard
44,11:48:00,24.91,544,Dave,Strudwick,Sailboard
44,11:56:00,24.75,544,Dave,Strudwick,Sailboard
44,11:07:00,24.26,544,Dave,Strudwick,Sailboard
44,12:08:00,24.13,544,Dave,Strudwick,Sailboard
47,11:17:00,24.49,544,Zara,Davis,Sailboard
47,11:52:00,24.30,544,Zara,Davis,Sailboard
47,10:54:00,24.27,544,Zara,Davis,Sailboard
47,11:08:00,24.21,544,Zara,Davis,Sailboard
47,11:44:00,22.93,544,Zara,Davis,Sailboard
47,10:46:00,22.54,544,Zara,Davis,Sailboard
47,11:03:00,21.82,544,Zara,Davis,Sailboard
51,11:17:00,24.68,544,Clive,Ellis,Sailboard
51,10:57:00,24.54,544,Clive,Ellis,Sailboard
51,11:06:00,23.89,544,Clive,Ellis,Sailboard
51,10:48:00,23.21,544,Clive,Ellis,Sailboard
51,10:39:00,23.00,544,Clive,Ellis,Sailboard
51,12:40:00,22.77,544,Clive,Ellis,Sailboard
51,12:49:00,22.61,544,Clive,Ellis,Sailboard
51,12:55:00,20.76,544,Clive,Ellis,Sailboard
51,12:59:00,20.70,544,Clive,Ellis,Sailboard
58,11:23:00,20.83,544,Graeme,Fuller,Sailboard
58,11:12:00,20.49,544,Graeme,Fuller,Sailboard
58,11:03:00,20.41,544,Graeme,Fuller,Sailboard
58,12:49:00,19.03,544,Graeme,Fuller,Sailboard
58,11:53:00,16.60,544,Graeme,Fuller,Sailboard
58,12:00:00,15.59,544,Graeme,Fuller,Sailboard
61,11:04:00,21.38,544,Simon,Andrew,Sailboard
68,11:17:00,25.47,544,Alan,Cross,Sailboard
68,12:17:00,24.76,544,Alan,Cross,Sailboard
68,10:59:00,24.50,544,Alan,Cross,Sailboard
68,12:10:00,24.48,544,Alan,Cross,Sailboard
68,10:36:00,24.06,544,Alan,Cross,Sailboard
68,11:52:00,24.00,544,Alan,Cross,Sailboard
68,11:47:00,23.31,544,Alan,Cross,Sailboard
68,12:30:00,22.61,544,Alan,Cross,Sailboard
68,11:32:00,1.09,544,Alan,Cross,Sailboard
74,11:57:00,23.00,544,David,Finch,Sailboard
74,11:20:00,22.94,544,David,Finch,Sailboard
74,11:53:00,22.30,544,David,Finch,Sailboard
74,11:41:00,21.35,544,David,Finch,Sailboard
74,12:39:00,21.23,544,David,Finch,Sailboard
74,12:49:00,21.15,544,David,Finch,Sailboard
74,12:43:00,21.09,544,David,Finch,Sailboard
74,12:58:00,20.64,544,David,Finch,Sailboard
75,11:54:00,25.43,544,Robin,Penna,Sailboard
75,11:25:00,25.39,544,Robin,Penna,Sailboard
75,11:47:00,24.76,544,Robin,Penna,Sailboard
75,11:33:00,24.61,544,Robin,Penna,Sailboard
75,12:17:00,24.42,544,Robin,Penna,Sailboard
75,11:38:00,24.37,544,Robin,Penna,Sailboard
75,12:53:00,24.29,544,Robin,Penna,Sailboard
75,12:05:00,23.82,544,Robin,Penna,Sailboard
75,12:12:00,23.64,544,Robin,Penna,Sailboard
75,12:58:00,23.58,544,Robin,Penna,Sailboard
75,12:23:00,23.16,544,Robin,Penna,Sailboard
75,12:30:00,22.63,544,Robin,Penna,Sailboard
75,12:36:00,20.23,544,Robin,Penna,Sailboard
83,12:31:00,22.74,544,David,Tuttlebee,Sailboard
83,11:25:00,22.74,544,David,Tuttlebee,Sailboard
83,11:56:00,17.87,544,David,Tuttlebee,Sailboard
83,11:32:00,2.25,544,David,Tuttlebee,Sailboard
83,12:04:00,1.99,544,David,Tuttlebee,Sailboard
83,12:39:00,1.91,544,David,Tuttlebee,Sailboard
83,12:46:00,1.11,544,David,Tuttlebee,Sailboard
83,11:44:00,0.91,544,David,Tuttlebee,Sailboard
83,12:24:00,0.61,544,David,Tuttlebee,Sailboard
99,11:01:00,25.71,544,Gordon,Roach,Sailboard
99,11:16:00,25.23,544,Gordon,Roach,Sailboard
99,10:51:00,23.94,544,Gordon,Roach,Sailboard
99,12:23:00,22.48,544,Gordon,Roach,Sailboard
99,12:50:00,22.09,544,Gordon,Roach,Sailboard
99,12:55:00,3.12,544,Gordon,Roach,Sailboard
100,11:54:00,21.03,544,mark,minter,Sailboard
102,11:20:00,24.36,544,Norman,Petty,Sailboard
102,11:15:00,24.15,544,Norman,Petty,Sailboard
102,12:58:00,22.99,544,Norman,Petty,Sailboard
102,12:09:00,22.30,544,Norman,Petty,Sailboard
102,12:16:00,21.39,544,Norman,Petty,Sailboard
102,12:24:00,21.27,544,Norman,Petty,Sailboard
102,12:53:00,20.77,544,Norman,Petty,Sailboard
102,12:31:00,19.93,544,Norman,Petty,Sailboard
102,11:25:00,3.44,544,Norman,Petty,Sailboard
112,11:49:00,15.69,544,Emily,Wood,Sailboard
112,11:01:00,15.56,544,Emily,Wood,Sailboard
118,12:38:00,15.35,544,Rosie,Timson,Sailboard
118,11:33:00,14.79,544,Rosie,Timson,Sailboard
118,11:09:00,13.81,544,Rosie,Timson,Sailboard
118,12:04:00,13.53,544,Rosie,Timson,Sailboard
118,12:52:00,6.31,544,Rosie,Timson,Sailboard
118,13:01:00,1.59,544,Rosie,Timson,Sailboard
118,11:43:00,1.57,544,Rosie,Timson,Sailboard
118,12:19:00,1.11,544,Rosie,Timson,Sailboard
118,11:24:00,1.10,544,Rosie,Timson,Sailboard
118,11:59:00,0.66,544,Rosie,Timson,Sailboard
129,11:53:00,24.86,544,Tim,Fricke,Sailboard
129,11:32:00,24.18,544,Tim,Fricke,Sailboard
129,12:04:00,24.05,544,Tim,Fricke,Sailboard
129,11:40:00,23.88,544,Tim,Fricke,Sailboard
129,11:20:00,23.82,544,Tim,Fricke,Sailboard
129,10:59:00,23.78,544,Tim,Fricke,Sailboard
129,11:04:00,23.63,544,Tim,Fricke,Sailboard
129,12:15:00,22.57,544,Tim,Fricke,Sailboard
129,11:09:00,3.03,544,Tim,Fricke,Sailboard
157,11:17:00,27.59,544,nigel,spriggs,Sailboard
157,11:37:00,27.44,544,nigel,spriggs,Sailboard
157,11:26:00,26.83,544,nigel,spriggs,Sailboard
157,11:22:00,26.74,544,nigel,spriggs,Sailboard
157,12:10:00,26.64,544,nigel,spriggs,Sailboard
157,11:10:00,26.13,544,nigel,spriggs,Sailboard
157,11:01:00,25.50,544,nigel,spriggs,Sailboard
157,11:56:00,25.27,544,nigel,spriggs,Sailboard
157,10:41:00,25.03,544,nigel,spriggs,Sailboard
157,13:00:00,23.41,544,nigel,spriggs,Sailboard
157,10:48:00,23.13,544,nigel,spriggs,Sailboard
157,11:27:00,11.96,544,nigel,spriggs,Sailboard
164,11:09:00,22.46,544,Glenn,Weedon,Sailboard
164,11:55:00,22.38,544,Glenn,Weedon,Sailboard
164,11:00:00,21.79,544,Glenn,Weedon,Sailboard
169,12:00:00,22.70,544,steve,trigwell,Sailboard
169,11:10:00,22.55,544,steve,trigwell,Sailboard
169,11:28:00,22.45,544,steve,trigwell,Sailboard
169,11:35:00,22.42,544,steve,trigwell,Sailboard
169,12:08:00,22.24,544,steve,trigwell,Sailboard
169,11:54:00,22.18,544,steve,trigwell,Sailboard
169,11:16:00,22.16,544,steve,trigwell,Sailboard
169,12:15:00,21.93,544,steve,trigwell,Sailboard
169,12:22:00,21.59,544,steve,trigwell,Sailboard
169,12:29:00,20.36,544,steve,trigwell,Sailboard
169,12:36:00,20.01,544,steve,trigwell,Sailboard
169,10:50:00,19.41,544,steve,trigwell,Sailboard
169,12:43:00,17.31,544,steve,trigwell,Sailboard
169,10:56:00,2.42,544,steve,trigwell,Sailboard
169,11:22:00,2.31,544,steve,trigwell,Sailboard
169,11:42:00,2.23,544,steve,trigwell,Sailboard
169,11:03:00,1.29,544,steve,trigwell,Sailboard
169,11:49:00,1.17,544,steve,trigwell,Sailboard
179,11:12:00,24.31,544,Ray,Smith,Sailboard
179,10:49:00,23.05,544,Ray,Smith,Sailboard
179,10:55:00,22.90,544,Ray,Smith,Sailboard
179,12:16:00,20.88,544,Ray,Smith,Sailboard
180,11:05:00,26.09,544,John,Sanderson,Sailboard
180,11:47:00,25.42,544,John,Sanderson,Sailboard
180,10:51:00,25.40,544,John,Sanderson,Sailboard
180,11:00:00,24.64,544,John,Sanderson,Sailboard
180,11:56:00,24.07,544,John,Sanderson,Sailboard
180,11:49:00,6.27,544,John,Sanderson,Sailboard
180,11:38:00,6.09,544,John,Sanderson,Sailboard
180,11:24:00,1.63,544,John,Sanderson,Sailboard
181,11:16:00,26.86,544,Peter,Martin,Sailboard
181,11:02:00,25.99,544,Peter,Martin,Sailboard
181,11:12:00,25.70,544,Peter,Martin,Sailboard
181,11:39:00,25.65,544,Peter,Martin,Sailboard
181,11:07:00,25.59,544,Peter,Martin,Sailboard
181,12:52:00,25.54,544,Peter,Martin,Sailboard
181,11:51:00,25.25,544,Peter,Martin,Sailboard
181,12:45:00,24.89,544,Peter,Martin,Sailboard
181,10:54:00,24.80,544,Peter,Martin,Sailboard
181,12:58:00,24.72,544,Peter,Martin,Sailboard
181,11:33:00,24.58,544,Peter,Martin,Sailboard
181,12:36:00,24.26,544,Peter,Martin,Sailboard
181,11:45:00,23.61,544,Peter,Martin,Sailboard
188,11:55:00,23.87,544,Roger,Crabb,Sailboard
188,11:21:00,23.27,544,Roger,Crabb,Sailboard
188,11:05:00,22.23,544,Roger,Crabb,Sailboard
188,12:35:00,18.03,544,Roger,Crabb,Sailboard
206,11:23:00,22.06,544,Martin,Allman,Sailboard
206,12:20:00,22.03,544,Martin,Allman,Sailboard
206,12:01:00,21.84,544,Martin,Allman,Sailboard
206,10:50:00,21.61,544,Martin,Allman,Sailboard
206,12:10:00,21.30,544,Martin,Allman,Sailboard
206,11:17:00,21.11,544,Martin,Allman,Sailboard
206,11:51:00,20.84,544,Martin,Allman,Sailboard
206,11:31:00,20.82,544,Martin,Allman,Sailboard
206,11:43:00,20.04,544,Martin,Allman,Sailboard
206,12:27:00,19.60,544,Martin,Allman,Sailboard
206,11:01:00,18.90,544,Martin,Allman,Sailboard
206,11:06:00,2.92,544,Martin,Allman,Sailboard
241,12:45:00,22.55,544,Trevor,Funnell,Sailboard
241,12:55:00,21.62,544,Trevor,Funnell,Sailboard
241,11:43:00,14.56,544,Trevor,Funnell,Sailboard
241,11:52:00,1.70,544,Trevor,Funnell,Sailboard
241,12:04:00,0.79,544,Trevor,Funnell,Sailboard
250,11:54:00,23.32,544,Alastair,Nichol,Sailboard
250,12:56:00,21.10,544,Alastair,Nichol,Sailboard
276,11:59:00,22.34,544,ian,Grounds,Sailboard
276,11:51:00,21.59,544,ian,Grounds,Sailboard
276,12:08:00,21.46,544,ian,Grounds,Sailboard
276,12:15:00,21.12,544,ian,Grounds,Sailboard
276,11:41:00,20.86,544,ian,Grounds,Sailboard
276,12:25:00,20.62,544,ian,Grounds,Sailboard
328,12:00:00,25.37,544,Adrian,Wallis,Sailboard
328,11:29:00,25.35,544,Adrian,Wallis,Sailboard
328,11:03:00,25.18,544,Adrian,Wallis,Sailboard
328,11:49:00,25.17,544,Adrian,Wallis,Sailboard
328,11:13:00,25.10,544,Adrian,Wallis,Sailboard
328,11:08:00,25.05,544,Adrian,Wallis,Sailboard
328,11:25:00,25.03,544,Adrian,Wallis,Sailboard
328,11:55:00,24.95,544,Adrian,Wallis,Sailboard
328,11:18:00,24.87,544,Adrian,Wallis,Sailboard
328,12:06:00,24.42,544,Adrian,Wallis,Sailboard
328,10:54:00,24.01,544,Adrian,Wallis,Sailboard
328,10:46:00,23.76,544,Adrian,Wallis,Sailboard
328,10:36:00,23.60,544,Adrian,Wallis,Sailboard
328,12:51:00,23.52,544,Adrian,Wallis,Sailboard
328,11:34:00,23.19,544,Adrian,Wallis,Sailboard
328,10:42:00,22.82,544,Adrian,Wallis,Sailboard
328,12:55:00,22.75,544,Adrian,Wallis,Sailboard
328,13:00:00,22.58,544,Adrian,Wallis,Sailboard
333,11:17:00,23.89,544,david,barnard,Sailboard
333,11:31:00,20.97,544,david,barnard,Sailboard
333,12:12:00,18.13,544,david,barnard,Sailboard
349,11:45:00,21.25,544,Brian,Warner,Sailboard
407,11:51:00,26.89,544,Simon,Hinkley,Sailboard
407,11:28:00,26.08,544,Simon,Hinkley,Sailboard
407,12:04:00,26.03,544,Simon,Hinkley,Sailboard
407,11:41:00,25.66,544,Simon,Hinkley,Sailboard
407,10:45:00,25.61,544,Simon,Hinkley,Sailboard
407,10:54:00,25.37,544,Simon,Hinkley,Sailboard
407,11:09:00,25.24,544,Simon,Hinkley,Sailboard
407,11:19:00,25.23,544,Simon,Hinkley,Sailboard
407,11:59:00,24.47,544,Simon,Hinkley,Sailboard
407,11:03:00,24.36,544,Simon,Hinkley,Sailboard
407,11:35:00,23.95,544,Simon,Hinkley,Sailboard
407,12:31:00,23.74,544,Simon,Hinkley,Sailboard
411,12:04:00,24.90,544,Steve,Flanagan,Sailboard
411,11:57:00,24.89,544,Steve,Flanagan,Sailboard
411,11:43:00,24.22,544,Steve,Flanagan,Sailboard
411,12:53:00,24.13,544,Steve,Flanagan,Sailboard
411,11:11:00,23.59,544,Steve,Flanagan,Sailboard
411,11:18:00,23.19,544,Steve,Flanagan,Sailboard
411,13:01:00,21.72,544,Steve,Flanagan,Sailboard
411,12:33:00,20.26,544,Steve,Flanagan,Sailboard
450,12:03:00,24.66,544,Phill,Luckhurst,Sailboard
450,11:16:00,23.57,544,Phill,Luckhurst,Sailboard
450,10:43:00,23.47,544,Phill,Luckhurst,Sailboard
450,12:18:00,23.23,544,Phill,Luckhurst,Sailboard
450,11:06:00,23.10,544,Phill,Luckhurst,Sailboard
450,11:44:00,22.28,544,Phill,Luckhurst,Sailboard
450,11:53:00,21.71,544,Phill,Luckhurst,Sailboard
450,12:24:00,20.79,544,Phill,Luckhurst,Sailboard
450,12:11:00,20.37,544,Phill,Luckhurst,Sailboard
450,11:33:00,19.97,544,Phill,Luckhurst,Sailboard
450,12:34:00,19.31,544,Phill,Luckhurst,Sailboard
450,10:52:00,1.78,544,Phill,Luckhurst,Sailboard
555,11:26:00,24.05,544,claude,van-martyn,Sailboard
555,12:01:00,23.66,544,claude,van-martyn,Sailboard
555,12:11:00,23.40,544,claude,van-martyn,Sailboard
555,10:45:00,22.89,544,claude,van-martyn,Sailboard
555,11:52:00,22.68,544,claude,van-martyn,Sailboard
555,11:06:00,22.04,544,claude,van-martyn,Sailboard
555,10:38:00,21.43,544,claude,van-martyn,Sailboard
555,10:54:00,3.51,544,claude,van-martyn,Sailboard
555,11:39:00,1.26,544,claude,van-martyn,Sailboard
598,11:39:00,24.74,544,Michael,Roberts,Sailboard
598,11:05:00,23.11,544,Michael,Roberts,Sailboard
598,12:13:00,22.26,544,Michael,Roberts,Sailboard
598,11:24:00,22.15,544,Michael,Roberts,Sailboard
598,10:39:00,22.15,544,Michael,Roberts,Sailboard
598,10:58:00,21.13,544,Michael,Roberts,Sailboard
598,11:50:00,1.58,544,Michael,Roberts,Sailboard
598,11:16:00,1.57,544,Michael,Roberts,Sailboard
598,10:50:00,1.52,544,Michael,Roberts,Sailboard
598,12:00:00,0.82,544,Michael,Roberts,Sailboard
602,12:03:00,25.23,544,Dave,White,Kite Board
602,11:01:00,24.99,544,Dave,White,Kite Board
602,11:22:00,24.91,544,Dave,White,Kite Board
602,11:35:00,24.21,544,Dave,White,Kite Board
602,11:11:00,6.27,544,Dave,White,Kite Board
609,12:02:00,27.57,544,Jason,McCaffrey,Kite Board
609,11:40:00,27.51,544,Jason,McCaffrey,Kite Board
609,12:21:00,27.21,544,Jason,McCaffrey,Kite Board
609,12:09:00,26.49,544,Jason,McCaffrey,Kite Board
609,12:28:00,21.62,544,Jason,McCaffrey,Kite Board
609,12:33:00,3.23,544,Jason,McCaffrey,Kite Board
609,11:50:00,1.67,544,Jason,McCaffrey,Kite Board
656,11:27:00,24.48,544,william,robinson,Sailboard
656,12:21:00,23.59,544,william,robinson,Sailboard
656,12:04:00,22.69,544,william,robinson,Sailboard
656,11:18:00,22.68,544,william,robinson,Sailboard
656,11:53:00,22.55,544,william,robinson,Sailboard
656,11:13:00,22.17,544,william,robinson,Sailboard
656,12:11:00,21.95,544,william,robinson,Sailboard
656,12:50:00,21.64,544,william,robinson,Sailboard
656,12:28:00,21.52,544,william,robinson,Sailboard
656,11:31:00,21.19,544,william,robinson,Sailboard
656,12:00:00,2.43,544,william,robinson,Sailboard
670,11:37:00,24.83,544,Eddie,Murrell,Sailboard
670,12:00:00,24.51,544,Eddie,Murrell,Sailboard
670,11:54:00,24.13,544,Eddie,Murrell,Sailboard
670,11:25:00,23.41,544,Eddie,Murrell,Sailboard
670,12:25:00,22.76,544,Eddie,Murrell,Sailboard
670,11:32:00,22.74,544,Eddie,Murrell,Sailboard
670,11:04:00,22.57,544,Eddie,Murrell,Sailboard
670,11:21:00,22.47,544,Eddie,Murrell,Sailboard
670,12:19:00,22.39,544,Eddie,Murrell,Sailboard
670,12:13:00,22.24,544,Eddie,Murrell,Sailboard
670,11:42:00,22.24,544,Eddie,Murrell,Sailboard
670,11:49:00,22.07,544,Eddie,Murrell,Sailboard
670,11:09:00,21.91,544,Eddie,Murrell,Sailboard
670,10:45:00,21.33,544,Eddie,Murrell,Sailboard
670,12:05:00,21.15,544,Eddie,Murrell,Sailboard
670,12:30:00,2.75,544,Eddie,Murrell,Sailboard
694,12:00:00,23.44,544,,,
694,11:31:00,21.24,544,,,
694,12:05:00,3.44,544,,,
694,12:07:00,2.43,544,,,
694,12:08:00,2.02,544,,,
694,12:12:00,1.47,544,,,
694,12:26:00,0.68,544,,,
694,12:30:00,0.58,544,,,
694,12:34:00,0.51,544,,,
703,11:15:00,23.97,544,Darrell,Robins,Sailboard
703,11:57:00,22.71,544,Darrell,Robins,Sailboard
703,11:24:00,22.22,544,Darrell,Robins,Sailboard
703,11:45:00,22.07,544,Darrell,Robins,Sailboard
703,11:35:00,21.95,544,Darrell,Robins,Sailboard
703,12:14:00,21.80,544,Darrell,Robins,Sailboard
703,12:25:00,21.25,544,Darrell,Robins,Sailboard
703,10:56:00,21.15,544,Darrell,Robins,Sailboard
703,11:07:00,20.94,544,Darrell,Robins,Sailboard
703,10:38:00,19.14,544,Darrell,Robins,Sailboard
703,12:08:00,1.49,544,Darrell,Robins,Sailboard
708,11:52:00,25.36,544,Peter,Young,Sailboard
747,12:18:00,25.17,544,Simon,White,Sailboard
747,11:51:00,25.15,544,Simon,White,Sailboard
747,12:07:00,25.12,544,Simon,White,Sailboard
747,11:39:00,24.85,544,Simon,White,Sailboard
747,11:46:00,24.31,544,Simon,White,Sailboard
747,12:13:00,24.26,544,Simon,White,Sailboard
747,12:39:00,24.08,544,Simon,White,Sailboard
747,11:34:00,24.05,544,Simon,White,Sailboard
747,11:28:00,24.00,544,Simon,White,Sailboard
747,10:50:00,23.95,544,Simon,White,Sailboard
747,12:32:00,23.52,544,Simon,White,Sailboard
747,12:26:00,23.10,544,Simon,White,Sailboard
747,12:46:00,22.85,544,Simon,White,Sailboard
747,12:52:00,22.16,544,Simon,White,Sailboard
780,11:36:00,15.88,544,Jane,Sanderson,Sailboard
888,11:11:00,24.94,544,Michael,George,Sailboard
888,11:18:00,24.87,544,Michael,George,Sailboard
888,11:25:00,24.54,544,Michael,George,Sailboard
888,11:38:00,24.26,544,Michael,George,Sailboard
888,10:50:00,24.14,544,Michael,George,Sailboard
888,11:53:00,24.04,544,Michael,George,Sailboard
888,11:31:00,23.95,544,Michael,George,Sailboard
888,11:04:00,23.77,544,Michael,George,Sailboard
888,12:01:00,23.53,544,Michael,George,Sailboard
888,12:06:00,23.46,544,Michael,George,Sailboard
888,10:57:00,23.45,544,Michael,George,Sailboard
888,12:19:00,23.31,544,Michael,George,Sailboard
888,10:42:00,22.30,544,Michael,George,Sailboard
888,12:13:00,22.27,544,Michael,George,Sailboard
888,11:47:00,21.91,544,Michael,George,Sailboard
909,11:15:00,27.53,544,Thomas,GAUDIOT,Sailboard
909,11:04:00,26.54,544,Thomas,GAUDIOT,Sailboard
909,11:21:00,26.02,544,Thomas,GAUDIOT,Sailboard
909,11:56:00,25.61,544,Thomas,GAUDIOT,Sailboard
