Sail Number,Finish Time,Speed (kts),Course Length,First Name,Last Name,Craft
407,13:18:00,31.22,536,Simon,Hinkley,Sailboard
407,11:33:00,30.65,536,Simon,Hinkley,Sailboard
407,12:22:00,29.98,536,Simon,Hinkley,Sailboard
407,11:53:00,29.21,536,Simon,Hinkley,Sailboard
407,14:00:00,1.38,536,Simon,Hinkley,Sailboard
407,13:01:00,0.44,536,Simon,Hinkley,Sailboard
451,14:13:00,32.02,536,Xavier,Forlet,Sailboard
451,14:08:00,32.02,536,Xavier,Forlet,Sailboard
451,13:34:00,31.90,536,Xavier,Forlet,Sailboard
451,13:51:00,31.65,536,Xavier,Forlet,Sailboard
451,14:28:00,31.51,536,Xavier,Forlet,Sailboard
451,13:56:00,31.23,536,Xavier,Forlet,Sailboard
451,13:43:00,31.17,536,Xavier,Forlet,Sailboard
451,13:39:00,30.99,536,Xavier,Forlet,Sailboard
451,16:21:00,30.94,536,Xavier,Forlet,Sailboard
451,14:04:00,30.91,536,Xavier,Forlet,Sailboard
451,13:25:00,30.87,536,Xavier,Forlet,Sailboard
451,13:09:00,30.85,536,Xavier,Forlet,Sailboard
451,14:20:00,30.82,536,Xavier,Forlet,Sailboard
451,16:26:00,30.74,536,Xavier,Forlet,Sailboard
451,13:59:00,30.33,536,Xavier,Forlet,Sailboard
451,13:29:00,30.00,536,Xavier,Forlet,Sailboard
451,16:30:00,29.86,536,Xavier,Forlet,Sailboard
451,13:15:00,29.77,536,Xavier,Forlet,Sailboard
451,13:46:00,29.56,536,Xavier,Forlet,Sailboard
451,13:05:00,29.32,536,Xavier,Forlet,Sailboard
451,12:12:00,29.21,536,Xavier,Forlet,Sailboard
451,13:20:00,28.17,536,Xavier,Forlet,Sailboard
451,11:50:00,28.14,536,Xavier,Forlet,Sailboard
451,12:03:00,28.14,536,Xavier,Forlet,Sailboard
451,11:44:00,28.07,536,Xavier,Forlet,Sailboard
451,12:08:00,27.61,536,Xavier,Forlet,Sailboard
451,11:30:00,26.08,536,Xavier,Forlet,Sailboard
451,12:16:00,25.42,536,Xavier,Forlet,Sailboard
451,11:59:00,23.92,536,Xavier,Forlet,Sailboard
451,14:21:00,6.98,536,Xavier,Forlet,Sailboard
480,14:12:00,32.29,536,Simon,White,Sailboard
480,14:21:00,32.10,536,Simon,White,Sailboard
480,13:55:00,30.83,536,Simon,White,Sailboard
480,14:08:00,30.73,536,Simon,White,Sailboard
480,13:45:00,30.67,536,Simon,White,Sailboard
480,13:38:00,28.94,536,Simon,White,Sailboard
480,13:28:00,26.42,536,Simon,White,Sailboard
555,12:26:00,28.08,536,claude,van-martyn,Sailboard
602,13:02:00,34.57,536,Dave,White,Kite Board
602,13:31:00,33.38,536,Dave,White,Kite Board
602,13:10:00,32.69,536,Dave,White,Kite Board
602,13:37:00,32.49,536,Dave,White,Kite Board
602,13:07:00,32.11,536,Dave,White,Kite Board
602,13:15:00,32.08,536,Dave,White,Kite Board
602,16:07:00,25.28,536,Dave,White,Kite Board
609,14:01:00,32.29,536,Jason,McCaffrey,Kite Board
609,13:32:00,31.97,536,Jason,McCaffrey,Kite Board
609,14:20:00,29.88,536,Jason,McCaffrey,Kite Board
609,13:25:00,29.70,536,Jason,McCaffrey,Kite Board
609,13:05:00,28.86,536,Jason,McCaffrey,Kite Board
609,13:20:00,28.31,536,Jason,McCaffrey,Kite Board
609,13:15:00,28.05,536,Jason,McCaffrey,Kite Board
619,13:30:00,30.41,536,Harry,Allerston,Kite Board
619,14:06:00,29.72,536,Harry,Allerston,Kite Board
619,13:26:00,29.11,536,Harry,Allerston,Kite Board
619,13:19:00,27.61,536,Harry,Allerston,Kite Board
619,14:19:00,26.05,536,Harry,Allerston,Kite Board
619,11:44:00,25.58,536,Harry,Allerston,Kite Board
619,11:30:00,25.05,536,Harry,Allerston,Kite Board
619,11:37:00,21.61,536,Harry,Allerston,Kite Board
619,14:26:00,19.35,536,Harry,Allerston,Kite Board
619,14:31:00,2.68,536,Harry,Allerston,Kite Board
619,13:54:00,0.72,536,Harry,Allerston,Kite Board
622,13:49:00,36.39,536,Nigel ,Bowley,Kite Board
622,12:25:00,33.21,536,Nigel ,Bowley,Kite Board
622,12:13:00,32.47,536,Nigel ,Bowley,Kite Board
622,11:53:00,32.40,536,Nigel ,Bowley,Kite Board
622,11:44:00,31.82,536,Nigel ,Bowley,Kite Board
622,12:20:00,30.72,536,Nigel ,Bowley,Kite Board
622,11:36:00,30.34,536,Nigel ,Bowley,Kite Board
622,11:28:00,30.26,536,Nigel ,Bowley,Kite Board
624,13:43:00,32.49,536,Martin,Hayes,Kite Board
624,13:48:00,32.30,536,Martin,Hayes,Kite Board
624,11:45:00,30.34,536,Martin,Hayes,Kite Board
624,11:36:00,28.98,536,Martin,Hayes,Kite Board
624,11:29:00,28.36,536,Martin,Hayes,Kite Board
624,11:50:00,28.03,536,Martin,Hayes,Kite Board
626,13:38:00,29.12,536,Stacey,Vass,Kite Board
626,13:11:00,28.34,536,Stacey,Vass,Kite Board
626,13:51:00,1.27,536,Stacey,Vass,Kite Board
656,16:00:00,31.58,536,william,robinson,Sailboard
656,12:09:00,28.93,536,william,robinson,Sailboard
656,13:38:00,28.57,536,william,robinson,Sailboard
656,11:43:00,27.94,536,william,robinson,Sailboard
656,11:27:00,26.40,536,william,robinson,Sailboard
656,12:24:00,26.23,536,william,robinson,Sailboard
656,11:36:00,23.96,536,william,robinson,Sailboard
656,16:13:00,3.04,536,william,robinson,Sailboard
656,12:30:00,2.46,536,william,robinson,Sailboard
656,16:18:00,1.50,536,william,robinson,Sailboard
656,13:21:00,0.30,536,william,robinson,Sailboard
666,11:43:00,28.49,536,matthew,burridge,Sailboard
666,12:03:00,28.24,536,matthew,burridge,Sailboard
666,11:53:00,25.82,536,matthew,burridge,Sailboard
666,12:23:00,0.83,536,matthew,burridge,Sailboard
668,16:25:00,25.67,536,William,Rowles,Sailboard
670,14:23:00,28.29,536,Eddie,Murrell,Sailboard
670,13:48:00,28.12,536,Eddie,Murrell,Sailboard
670,14:12:00,27.40,536,Eddie,Murrell,Sailboard
670,12:09:00,25.84,536,Eddie,Murrell,Sailboard
670,13:36:00,25.07,536,Eddie,Murrell,Sailboard
670,11:33:00,24.07,536,Eddie,Murrell,Sailboard
670,11:57:00,19.73,536,Eddie,Murrell,Sailboard
670,12:23:00,19.26,536,Eddie,Murrell,Sailboard
670,11:45:00,1.42,536,Eddie,Murrell,Sailboard
708,13:44:00,37.29,536,Peter,Young,Sailboard
708,14:14:00,36.97,536,Peter,Young,Sailboard
708,14:31:00,36.86,536,Peter,Young,Sailboard
708,14:20:00,36.67,536,Peter,Young,Sailboard
708,15:48:00,36.63,536,Peter,Young,Sailboard
708,14:07:00,36.16,536,Peter,Young,Sailboard
708,14:26:00,36.09,536,Peter,Young,Sailboard
708,15:57:00,35.89,536,Peter,Young,Sailboard
708,15:15:00,35.85,536,Peter,Young,Sailboard
708,13:50:00,35.74,536,Peter,Young,Sailboard
708,14:02:00,35.73,536,Peter,Young,Sailboard
708,16:05:00,35.60,536,Peter,Young,Sailboard
708,15:24:00,35.42,536,Peter,Young,Sailboard
708,16:17:00,35.40,536,Peter,Young,Sailboard
708,13:34:00,35.21,536,Peter,Young,Sailboard
708,15:20:00,35.18,536,Peter,Young,Sailboard
708,15:29:00,35.15,536,Peter,Young,Sailboard
708,15:42:00,35.13,536,Peter,Young,Sailboard
708,13:56:00,34.91,536,Peter,Young,Sailboard
708,15:35:00,34.79,536,Peter,Young,Sailboard
708,12:11:00,34.01,536,Peter,Young,Sailboard
708,12:15:00,33.77,536,Peter,Young,Sailboard
708,11:50:00,33.25,536,Peter,Young,Sailboard
708,12:02:00,32.97,536,Peter,Young,Sailboard
708,11:27:00,32.88,536,Peter,Young,Sailboard
708,13:39:00,32.86,536,Peter,Young,Sailboard
708,11:33:00,32.42,536,Peter,Young,Sailboard
708,11:39:00,32.37,536,Peter,Young,Sailboard
708,11:45:00,32.34,536,Peter,Young,Sailboard
708,11:56:00,31.78,536,Peter,Young,Sailboard
708,12:21:00,31.58,536,Peter,Young,Sailboard
708,13:17:00,31.31,536,Peter,Young,Sailboard
708,12:27:00,31.21,536,Peter,Young,Sailboard
708,13:14:00,30.27,536,Peter,Young,Sailboard
708,16:12:00,29.92,536,Peter,Young,Sailboard
708,15:58:00,11.85,536,Peter,Young,Sailboard
708,13:21:00,4.35,536,Peter,Young,Sailboard
708,13:28:00,1.48,536,Peter,Young,Sailboard
747,12:05:00,32.03,536,Simon,White,Sailboard
747,11:42:00,30.52,536,Simon,White,Sailboard
747,12:15:00,29.81,536,Simon,White,Sailboard
747,11:59:00,29.47,536,Simon,White,Sailboard
747,11:52:00,29.46,536,Simon,White,Sailboard
747,11:34:00,28.94,536,Simon,White,Sailboard
747,11:26:00,27.72,536,Simon,White,Sailboard
811,13:27:00,22.65,536,Henry ,Luce,Sailboard
841,16:23:00,28.60,536,Par,Hakansson,Sailboard
863,13:45:00,30.63,536,Duncan,Adam,Sailboard
863,11:56:00,28.87,536,Duncan,Adam,Sailboard
863,13:30:00,27.94,536,Duncan,Adam,Sailboard
863,12:12:00,27.78,536,Duncan,Adam,Sailboard
863,13:20:00,27.76,536,Duncan,Adam,Sailboard
863,11:32:00,27.48,536,Duncan,Adam,Sailboard
863,14:17:00,25.89,536,Duncan,Adam,Sailboard
863,13:54:00,25.53,536,Duncan,Adam,Sailboard
873,15:46:00,32.70,536,Lance,Newbery,Sailboard
873,15:21:00,31.44,536,Lance,Newbery,Sailboard
873,16:10:00,31.34,536,Lance,Newbery,Sailboard
873,16:19:00,31.02,536,Lance,Newbery,Sailboard
873,12:07:00,30.99,536,Lance,Newbery,Sailboard
873,14:15:00,30.67,536,Lance,Newbery,Sailboard
873,15:12:00,23.38,536,Lance,Newbery,Sailboard
873,15:54:00,2.00,536,Lance,Newbery,Sailboard
888,12:10:00,30.30,536,Michael,George,Sailboard
888,14:01:00,29.79,536,Michael,George,Sailboard
888,14:17:00,29.78,536,Michael,George,Sailboard
888,14:10:00,29.46,536,Michael,George,Sailboard
888,13:35:00,28.57,536,Michael,George,Sailboard
888,11:40:00,28.41,536,Michael,George,Sailboard
888,13:54:00,28.22,536,Michael,George,Sailboard
888,12:26:00,28.16,536,Michael,George,Sailboard
888,12:02:00,27.88,536,Michael,George,Sailboard
888,11:55:00,27.80,536,Michael,George,Sailboard
888,14:26:00,27.78,536,Michael,George,Sailboard
888,13:45:00,27.43,536,Michael,George,Sailboard
888,11:33:00,27.31,536,Michael,George,Sailboard
888,11:48:00,27.02,536,Michael,George,Sailboard
888,12:17:00,26.95,536,Michael,George,Sailboard
909,16:15:00,35.97,536,Thomas,GAUDIOT,Sailboard
909,15:25:00,35.68,536,Thomas,GAUDIOT,Sailboard
909,14:21:00,34.44,536,Thomas,GAUDIOT,Sailboard
909,14:12:00,34.28,536,Thomas,GAUDIOT,Sailboard
909,15:16:00,34.12,536,Thomas,GAUDIOT,Sailboard
909,16:30:00,33.92,536,Thomas,GAUDIOT,Sailboard
909,15:51:00,33.80,536,Thomas,GAUDIOT,Sailboard
909,13:33:00,33.56,536,Thomas,GAUDIOT,Sailboard
909,13:44:00,33.27,536,Thomas,GAUDIOT,Sailboard
909,13:21:00,33.05,536,Thomas,GAUDIOT,Sailboard
909,12:02:00,33.01,536,Thomas,GAUDIOT,Sailboard
909,12:28:00,32.97,536,Thomas,GAUDIOT,Sailboard
909,16:26:00,32.75,536,Thomas,GAUDIOT,Sailboard
909,11:57:00,32.70,536,Thomas,GAUDIOT,Sailboard
909,15:43:00,32.40,536,Thomas,GAUDIOT,Sailboard
909,15:36:00,32.36,536,Thomas,GAUDIOT,Sailboard
909,12:08:00,32.31,536,Thomas,GAUDIOT,Sailboard
909,13:50:00,32.28,536,Thomas,GAUDIOT,Sailboard
909,13:38:00,31.46,536,Thomas,GAUDIOT,Sailboard
909,14:04:00,31.22,536,Thomas,GAUDIOT,Sailboard
909,11:51:00,31.16,536,Thomas,GAUDIOT,Sailboard
909,12:21:00,30.86,536,Thomas,GAUDIOT,Sailboard
909,11:42:00,30.21,536,Thomas,GAUDIOT,Sailboard
999,13:43:00,28.81,536,Richard,Peel,Sailboard
999,13:04:00,28.71,536,Richard,Peel,Sailboard
999,13:09:00,28.61,536,Richard,Peel,Sailboard
999,13:36:00,28.00,536,Richard,Peel,Sailboard
